zip_code,pop_25_over,pct_bachelors_plus_25_over,count_bachelors_plus_25_over,pop_18_24,pct_bachelor_and_over_18_24,count_bachelors_plus_18_24
12051,4409.0,23.1,1018,520.0,0.0,0
12052,1306.0,34.1,445,151.0,0.0,0
12053,3382.0,31.0,1048,225.0,37.3,84
12054,12217.0,68.4,8356,1133.0,35.5,402
12056,1506.0,33.3,501,62.0,14.5,9
12057,1384.0,16.5,228,285.0,0.0,0
12058,959.0,21.1,202,232.0,2.6,6
12059,1222.0,29.4,359,140.0,6.4,9
12060,1516.0,54.7,829,49.0,36.7,18
12061,7212.0,54.2,3909,472.0,22.2,105
12062,1359.0,26.2,356,184.0,24.5,45
12063,574.0,40.6,233,28.0,0.0,0
12064,234.0,20.5,48,25.0,0.0,0
12065,32362.0,52.9,17119,2768.0,30.9,855
12066,1378.0,21.3,294,74.0,8.1,6
12067,901.0,21.8,196,17.0,0.0,0
12068,1943.0,17.5,340,140.0,0.0,0
12069,238.0,15.1,36,130.0,40.0,52
12070,1599.0,19.4,310,458.0,3.9,18
12071,163.0,39.9,65,0.0,,
12072,1833.0,16.8,308,310.0,12.3,38
12074,2201.0,29.0,638,204.0,3.4,7
12075,2238.0,36.6,819,308.0,56.2,173
12076,1054.0,25.8,272,37.0,0.0,0
12077,4777.0,65.1,3110,526.0,27.4,144
12078,16227.0,18.4,2986,1832.0,5.8,106
12082,3.0,100.0,3,0.0,,
12083,2573.0,32.6,839,248.0,24.2,60
12084,3445.0,60.1,2070,463.0,35.2,163
12085,309.0,23.9,74,0.0,,
12086,1250.0,24.2,302,189.0,8.5,16
12087,1125.0,25.3,285,206.0,0.0,0
12090,4087.0,22.7,928,355.0,4.2,15
12092,1121.0,29.0,325,107.0,4.7,5
12093,1025.0,27.0,277,76.0,1.3,1
12094,1817.0,29.8,541,178.0,16.3,29
12095,8860.0,24.7,2188,953.0,0.0,0
12106,1560.0,47.0,733,108.0,8.3,9
12108,324.0,28.1,91,37.0,0.0,0
12110,13302.0,46.0,6119,2729.0,28.9,789
12115,62.0,67.7,42,0.0,,
12116,1141.0,27.9,318,140.0,0.7,1
12117,2201.0,16.9,372,151.0,0.0,0
12118,12385.0,33.2,4112,1477.0,20.2,298
12120,432.0,34.7,150,45.0,15.6,7
12121,1694.0,22.1,374,179.0,23.5,42
12122,2778.0,19.5,542,253.0,23.7,60
12123,3489.0,39.3,1371,316.0,6.3,20
12124,168.0,8.9,15,0.0,,
12125,837.0,39.8,333,131.0,29.0,38
12130,201.0,48.8,98,0.0,,
12131,135.0,25.2,34,20.0,0.0,0
12132,107.0,100.0,107,0.0,,
12134,3157.0,25.8,815,182.0,13.2,24
12136,735.0,58.4,429,28.0,0.0,0
12137,1435.0,29.1,418,323.0,2.2,7
12138,2016.0,21.9,442,295.0,13.2,39
12139,208.0,37.0,77,3.0,0.0,0
12140,1163.0,44.9,522,125.0,34.4,43
12143,3834.0,27.1,1039,838.0,13.5,113
12144,16269.0,38.3,6231,1266.0,24.4,309
12147,441.0,52.2,230,7.0,0.0,0
12148,3202.0,57.7,1848,225.0,36.0,81
12149,1566.0,23.4,366,106.0,1.9,2
12150,426.0,10.8,46,118.0,27.1,32
12151,740.0,54.6,404,32.0,0.0,0
12153,600.0,16.2,97,0.0,,
12154,2285.0,28.4,649,202.0,7.9,16
12155,1276.0,20.5,262,221.0,11.8,26
12156,541.0,26.6,144,111.0,45.0,50
12157,3258.0,29.2,951,273.0,23.1,63
12158,4850.0,41.1,1993,210.0,0.0,0
12159,6795.0,65.3,4437,579.0,23.3,135
12160,575.0,12.5,72,34.0,0.0,0
12161,32.0,62.5,20,0.0,,
12164,444.0,31.1,138,47.0,4.3,2
12165,165.0,69.1,114,24.0,66.7,16
12166,1018.0,26.7,272,98.0,0.0,0
12167,1810.0,21.5,389,149.0,0.0,0
12168,1328.0,32.9,437,98.0,15.3,15
12169,287.0,16.7,48,0.0,,
12170,3698.0,24.0,888,466.0,20.6,96
12172,81.0,4.9,4,52.0,0.0,0
12173,1283.0,27.0,346,114.0,0.0,0
12174,477.0,8.0,38,35.0,0.0,0
12175,516.0,25.2,130,32.0,0.0,0
12176,216.0,10.6,23,69.0,0.0,0
12177,248.0,42.3,105,15.0,0.0,0
12180,35726.0,40.1,14326,9568.0,14.3,1368
12182,10084.0,28.7,2894,844.0,21.3,180
12183,2190.0,26.7,585,305.0,32.8,100
12184,5711.0,37.8,2159,397.0,20.4,81
12185,1213.0,32.6,395,206.0,4.4,9
12186,4644.0,52.2,2424,727.0,38.9,283
12187,482.0,16.6,80,191.0,53.4,102
12188,8723.0,32.1,2800,569.0,9.1,52
12189,12739.0,26.8,3414,1892.0,17.0,322
12190,527.0,16.3,86,29.0,10.3,3
12192,916.0,16.5,151,74.0,0.0,0
12193,1518.0,32.1,487,43.0,0.0,0
12194,140.0,21.4,30,12.0,0.0,0
12195,155.0,24.5,38,0.0,,
12196,2469.0,42.7,1054,214.0,16.4,35
12197,1578.0,27.8,439,253.0,0.0,0
12198,5431.0,42.3,2297,311.0,16.1,50
12202,6656.0,32.6,2170,928.0,13.7,127
12203,19538.0,54.3,10609,7057.0,31.0,2188
12204,5781.0,39.2,2266,837.0,26.2,219
12205,19077.0,35.8,6830,1715.0,15.0,257
12206,9310.0,26.1,2430,2310.0,24.2,559
12207,1562.0,36.2,565,290.0,23.4,68
12208,15168.0,55.6,8433,5656.0,49.1,2777
12209,7194.0,45.7,3288,1048.0,32.1,336
12210,7764.0,43.6,3385,830.0,47.8,397
12211,8210.0,58.7,4819,2886.0,2.9,84
12222,55.0,58.2,32,6247.0,2.0,125
12226,0.0,,,0.0,,
12302,19569.0,41.7,8160,1970.0,18.1,357
12303,20127.0,34.8,7004,2928.0,19.8,580
12304,15798.0,24.8,3918,1548.0,5.4,84
12305,5292.0,33.7,1783,2025.0,9.9,200
12306,19412.0,28.5,5532,2211.0,18.0,398
12307,4553.0,13.7,624,1263.0,2.5,32
12308,9055.0,29.5,2671,2693.0,10.4,280
12309,22800.0,59.0,13452,2024.0,21.3,431
12401,25668.0,31.9,8188,2465.0,30.3,747
12404,2899.0,48.3,1400,131.0,13.7,18
12405,363.0,32.2,117,46.0,13.0,6
12406,536.0,17.9,96,0.0,,
12407,159.0,19.5,31,0.0,,
12409,794.0,67.3,534,0.0,,
12410,360.0,40.8,147,0.0,,
12411,267.0,49.8,133,0.0,,
12412,501.0,52.3,262,25.0,0.0,0
12413,2436.0,19.8,482,249.0,28.1,70
12414,7536.0,30.1,2268,848.0,9.9,84
12416,129.0,20.9,27,0.0,,
12417,858.0,10.4,89,20.0,0.0,0
12418,269.0,42.0,113,6.0,100.0,6
12419,727.0,50.5,367,128.0,0.0,0
12420,282.0,30.5,86,50.0,100.0,50
12421,223.0,35.0,78,0.0,,
12422,390.0,21.0,82,34.0,0.0,0
12423,704.0,28.8,203,110.0,0.0,0
12424,230.0,20.0,46,0.0,,
12427,657.0,37.4,246,20.0,0.0,0
12428,4952.0,25.5,1263,634.0,7.3,46
12429,119.0,0.0,0,49.0,0.0,0
12430,919.0,33.0,303,40.0,0.0,0
12431,1290.0,29.5,381,144.0,22.9,33
12432,472.0,14.0,66,59.0,16.9,10
12433,321.0,40.8,131,31.0,0.0,0
12434,650.0,15.2,99,101.0,49.5,50
12435,148.0,16.2,24,0.0,,
12436,433.0,31.4,136,0.0,,
12438,60.0,48.3,29,0.0,,
12439,345.0,24.3,84,11.0,0.0,0
12440,1317.0,58.3,768,16.0,0.0,0
12441,58.0,79.3,46,0.0,,
12442,347.0,36.9,128,19.0,0.0,0
12443,2839.0,48.1,1366,206.0,21.8,45
12444,410.0,42.9,176,96.0,0.0,0
12446,3613.0,36.1,1304,607.0,14.5,88
12448,146.0,51.4,75,0.0,,
12449,2333.0,28.3,660,191.0,20.9,40
12450,154.0,26.0,40,17.0,0.0,0
12451,689.0,11.2,77,63.0,34.9,22
12452,33.0,57.6,19,0.0,,
12453,212.0,34.4,73,0.0,,
12454,230.0,63.9,147,0.0,,
12455,1475.0,26.5,391,79.0,0.0,0
12456,454.0,17.8,81,74.0,0.0,0
12457,759.0,45.7,347,177.0,0.0,0
12458,2896.0,9.4,272,114.0,14.9,17
12459,65.0,32.3,21,8.0,0.0,0
12460,161.0,47.8,77,0.0,,
12461,1093.0,50.0,546,136.0,0.0,0
12463,1303.0,26.8,349,42.0,21.4,9
12464,925.0,46.4,429,75.0,0.0,0
12465,307.0,59.6,183,0.0,,
12466,1458.0,34.2,499,112.0,0.0,0
12468,1193.0,24.5,292,50.0,0.0,0
12469,775.0,34.2,265,0.0,,
12470,496.0,48.0,238,36.0,19.4,7
12471,274.0,19.0,52,0.0,,
12472,1003.0,45.7,458,8.0,0.0,0
12473,600.0,39.8,239,7.0,0.0,0
12474,823.0,32.4,267,10.0,0.0,0
12475,453.0,8.8,40,0.0,,
12477,13885.0,34.2,4749,1286.0,8.2,105
12480,420.0,49.5,208,2.0,0.0,0
12481,1235.0,27.1,335,53.0,0.0,0
12482,466.0,5.2,24,124.0,0.0,0
12483,45.0,42.2,19,0.0,,
12484,2453.0,62.9,1543,191.0,10.5,20
12485,712.0,18.3,130,55.0,0.0,0
12486,1417.0,26.0,368,17.0,0.0,0
12487,3090.0,34.5,1066,123.0,4.9,6
12489,114.0,17.5,20,0.0,,
12490,0.0,,,0.0,,
12491,1343.0,51.4,690,198.0,0.0,0
12492,183.0,56.8,104,6.0,0.0,0
12493,318.0,88.1,280,6.0,0.0,0
12494,534.0,75.8,405,143.0,0.0,0
12495,229.0,80.3,184,0.0,,
12496,1011.0,46.0,465,66.0,27.3,18
12498,3821.0,62.2,2377,209.0,4.8,10
12501,1679.0,38.1,640,231.0,0.0,0
12502,799.0,41.7,333,20.0,15.0,3
12503,506.0,47.2,239,118.0,22.9,27
12504,14.0,0.0,0,1030.0,0.3,3
12507,147.0,63.9,94,74.0,0.0,0
12508,15004.0,41.5,6227,983.0,22.1,217
12512,194.0,72.2,140,27.0,0.0,0
12513,198.0,55.1,109,0.0,,
12514,2497.0,52.3,1306,152.0,7.2,11
12515,1225.0,29.9,366,56.0,21.4,12
12516,1543.0,33.6,518,77.0,19.5,15
12517,229.0,21.0,48,0.0,,
12518,4112.0,53.6,2204,476.0,25.4,121
12520,2161.0,57.5,1243,334.0,22.2,74
12521,1482.0,38.5,571,34.0,20.6,7
12522,3796.0,25.7,976,374.0,9.4,35
12523,1758.0,28.6,503,20.0,0.0,0
12524,11604.0,36.2,4201,711.0,45.7,325
12525,1162.0,32.9,382,120.0,0.0,0
12526,2764.0,43.0,1189,234.0,21.4,50
12527,42.0,100.0,42,0.0,,
12528,10292.0,41.6,4281,932.0,16.3,152
12529,1935.0,49.1,950,81.0,45.7,37
12530,218.0,0.0,0,0.0,,
12531,1687.0,47.1,795,186.0,2.2,4
12533,17888.0,45.8,8193,2193.0,21.6,474
12534,13619.0,33.4,4549,1221.0,13.4,164
12538,9410.0,30.5,2870,2505.0,5.6,140
12540,6145.0,42.7,2624,834.0,23.6,197
12542,4177.0,42.5,1775,297.0,18.2,54
12543,2432.0,21.3,518,208.0,27.9,58
12544,54.0,0.0,0,0.0,,
12545,3551.0,41.2,1463,285.0,31.6,90
12546,2034.0,35.3,718,257.0,19.5,50
12547,2180.0,32.5,708,94.0,27.7,26
12548,785.0,44.8,352,73.0,0.0,0
12549,7075.0,34.7,2455,1172.0,13.5,158
12550,37078.0,26.0,9640,5841.0,11.2,654
12553,19055.0,35.0,6669,2406.0,21.0,505
12561,10687.0,56.1,5995,5297.0,8.8,466
12563,5638.0,28.5,1607,677.0,15.4,104
12564,5652.0,39.7,2244,486.0,27.6,134
12565,1088.0,26.5,288,138.0,15.2,21
12566,8552.0,27.8,2377,1069.0,12.5,134
12567,1969.0,42.2,831,183.0,0.0,0
12569,7012.0,39.3,2756,907.0,36.5,331
12570,4369.0,47.6,2080,569.0,24.3,138
12571,7351.0,52.5,3859,782.0,22.4,175
12572,7478.0,51.0,3814,350.0,16.3,57
12574,422.0,63.5,268,0.0,,
12575,1237.0,25.8,319,141.0,61.7,87
12577,1348.0,45.8,617,96.0,0.0,0
12578,1814.0,34.0,617,85.0,18.8,16
12580,3187.0,42.5,1354,239.0,18.0,43
12581,1588.0,39.1,621,52.0,0.0,0
12582,4854.0,28.4,1379,311.0,14.5,45
12583,1272.0,47.7,607,324.0,14.5,47
12585,837.0,40.6,340,299.0,16.4,49
12586,8317.0,27.1,2254,1069.0,16.3,174
12589,14660.0,22.9,3357,1598.0,7.2,115
12590,26739.0,36.1,9653,2978.0,15.0,447
12592,904.0,28.4,257,58.0,0.0,0
12594,2692.0,32.1,864,354.0,34.7,123
12601,29353.0,30.0,8806,7035.0,8.8,619
12603,30025.0,46.9,14082,3661.0,14.8,542
12604,54.0,0.0,0,2044.0,0.6,12
12701,8364.0,23.0,1924,1420.0,16.4,233
12719,745.0,33.7,251,67.0,0.0,0
12720,266.0,52.6,140,30.0,100.0,30
12721,4661.0,25.0,1165,753.0,9.4,71
12722,0.0,,,0.0,,
12723,1463.0,41.3,604,93.0,4.3,4
12724,77.0,27.3,21,0.0,,
12725,201.0,46.3,93,42.0,4.8,2
12726,968.0,32.5,315,14.0,28.6,4
12729,981.0,26.7,262,39.0,0.0,0
12732,748.0,29.0,217,6.0,0.0,0
12733,1307.0,10.9,142,254.0,0.0,0
12734,410.0,30.5,125,9.0,55.6,5
12736,140.0,29.3,41,0.0,,
12737,1222.0,38.2,467,151.0,0.7,1
12738,306.0,18.3,56,12.0,0.0,0
12740,1343.0,36.6,492,65.0,0.0,0
12741,238.0,29.4,70,0.0,,
12742,93.0,37.6,35,14.0,0.0,0
12743,294.0,20.1,59,0.0,,
12745,6.0,0.0,0,0.0,,
12746,520.0,18.5,96,29.0,0.0,0
12747,1590.0,32.4,515,125.0,13.6,17
12748,1338.0,35.8,479,89.0,0.0,0
12749,362.0,19.3,70,0.0,,
12750,26.0,92.3,24,2.0,100.0,2
12751,627.0,30.0,188,176.0,0.0,0
12752,281.0,33.5,94,2.0,0.0,0
12754,5253.0,22.7,1192,627.0,3.0,19
12758,3104.0,24.5,760,198.0,5.6,11
12759,589.0,35.3,208,584.0,1.9,11
12760,299.0,19.7,59,12.0,0.0,0
12762,311.0,25.4,79,83.0,0.0,0
12763,549.0,63.6,349,39.0,5.1,2
12764,1457.0,42.2,615,129.0,16.3,21
12765,563.0,53.3,300,20.0,100.0,20
12766,430.0,55.8,240,3.0,100.0,3
12767,135.0,29.6,40,10.0,0.0,0
12768,610.0,25.4,155,114.0,8.8,10
12769,344.0,14.8,51,0.0,,
12770,175.0,57.1,100,8.0,12.5,1
12771,9853.0,21.1,2079,1488.0,5.6,83
12775,2047.0,50.2,1028,149.0,22.8,34
12776,1576.0,34.5,544,108.0,11.1,12
12777,658.0,50.0,329,41.0,7.3,3
12778,340.0,29.1,99,0.0,,
12779,1418.0,15.7,223,132.0,0.0,0
12780,1735.0,27.0,468,201.0,0.0,0
12781,128.0,38.3,49,5.0,0.0,0
12783,1110.0,24.0,266,108.0,23.1,25
12784,0.0,,,0.0,,
12785,626.0,6.4,40,0.0,,
12786,464.0,41.8,194,9.0,0.0,0
12787,122.0,12.3,15,0.0,,
12788,2378.0,16.3,388,179.0,2.8,5
12789,1648.0,40.7,671,392.0,28.6,112
12790,3355.0,31.5,1057,150.0,1.3,2
12791,311.0,16.4,51,31.0,0.0,0
12792,150.0,43.3,65,21.0,0.0,0
12801,10540.0,33.2,3499,1282.0,17.2,221
12803,5984.0,29.0,1735,1091.0,20.5,224
12804,21128.0,39.3,8303,1885.0,26.5,500
12808,265.0,34.7,92,0.0,,
12809,2732.0,20.8,568,184.0,0.0,0
12810,381.0,17.3,66,15.0,0.0,0
12811,129.0,10.9,14,0.0,,
12812,261.0,26.1,68,4.0,0.0,0
12814,1044.0,33.1,346,24.0,16.7,4
12815,784.0,22.7,178,91.0,0.0,0
12816,3420.0,32.1,1098,358.0,45.0,161
12817,1664.0,43.3,721,200.0,14.5,29
12819,222.0,9.5,21,16.0,0.0,0
12820,14.0,50.0,7,0.0,,
12821,1910.0,2.7,52,256.0,0.0,0
12822,4207.0,15.5,652,549.0,11.1,61
12823,488.0,74.2,362,20.0,0.0,0
12824,828.0,47.6,394,36.0,27.8,10
12827,2725.0,17.5,477,323.0,8.7,28
12828,7141.0,18.8,1343,818.0,14.8,121
12831,12547.0,43.6,5470,1264.0,6.6,83
12832,4970.0,18.6,924,336.0,4.2,14
12833,3882.0,40.8,1584,484.0,33.7,163
12834,4720.0,29.3,1383,378.0,14.3,54
12835,2290.0,25.9,593,98.0,14.3,14
12836,422.0,33.2,140,15.0,86.7,13
12837,676.0,15.8,107,70.0,0.0,0
12838,543.0,17.5,95,23.0,0.0,0
12839,10114.0,15.6,1578,896.0,3.3,30
12841,87.0,65.5,57,0.0,,
12842,801.0,25.6,205,17.0,11.8,2
12843,485.0,16.7,81,46.0,0.0,0
12844,180.0,63.9,115,23.0,4.3,1
12845,3446.0,37.1,1278,324.0,17.6,57
12846,2405.0,25.8,620,119.0,7.6,9
12847,532.0,36.8,196,56.0,10.7,6
12849,253.0,19.8,50,25.0,0.0,0
12850,1840.0,33.6,618,140.0,14.3,20
12851,247.0,21.5,53,7.0,14.3,1
12852,280.0,35.4,99,62.0,12.9,8
12853,1028.0,22.1,227,74.0,62.2,46
12854,53.0,0.0,0,0.0,,
12855,169.0,20.1,34,7.0,0.0,0
12856,263.0,72.6,191,0.0,,
12857,566.0,30.7,174,5.0,40.0,2
12858,155.0,47.1,73,7.0,0.0,0
12859,1248.0,22.0,275,80.0,31.3,25
12860,269.0,26.8,72,26.0,0.0,0
12861,358.0,28.8,103,42.0,7.1,3
12862,118.0,78.8,93,0.0,,
12863,542.0,14.2,77,83.0,73.5,61
12864,9.0,100.0,9,0.0,,
12865,2561.0,27.9,715,298.0,35.6,106
12866,29509.0,55.0,16230,4305.0,19.0,818
12870,1354.0,38.7,524,89.0,20.2,18
12871,2985.0,33.8,1009,310.0,13.5,42
12872,0.0,,,0.0,,
12873,666.0,35.4,236,0.0,,
12874,115.0,77.4,89,29.0,0.0,0
12878,502.0,10.4,52,67.0,0.0,0
12883,3729.0,28.6,1066,239.0,6.3,15
12884,371.0,11.9,44,43.0,0.0,0
12885,3375.0,16.6,560,295.0,3.4,10
12886,186.0,54.8,102,0.0,,
12887,3061.0,15.6,478,404.0,0.0,0
12901,20445.0,33.0,6747,6546.0,10.4,681
12903,1231.0,45.6,561,207.0,8.7,18
12910,1458.0,5.3,77,207.0,0.0,0
12911,44.0,47.7,21,0.0,,
12912,1455.0,30.4,442,128.0,10.9,14
12913,739.0,29.8,220,113.0,0.0,0
12914,629.0,9.5,60,66.0,3.0,2
12915,60.0,0.0,0,1.0,0.0,0
12916,1473.0,17.9,264,240.0,0.0,0
12917,774.0,12.3,95,87.0,5.7,5
12918,2065.0,39.7,820,143.0,0.0,0
12919,1857.0,24.3,451,288.0,0.0,0
12920,1749.0,21.0,367,132.0,0.0,0
12921,1943.0,30.6,595,112.0,0.0,0
12922,27.0,25.9,7,4.0,0.0,0
12923,327.0,7.3,24,57.0,8.8,5
12924,156.0,0.0,0,30.0,0.0,0
12926,1745.0,12.1,211,100.0,4.0,4
12927,278.0,27.3,76,2.0,0.0,0
12928,1408.0,13.6,191,155.0,2.6,4
12929,2594.0,8.1,210,100.0,0.0,0
12930,592.0,11.5,68,65.0,6.2,4
12932,1010.0,33.6,339,29.0,24.1,7
12933,7.0,0.0,0,0.0,,
12934,803.0,17.2,138,70.0,20.0,14
12935,898.0,15.7,141,59.0,22.0,13
12936,551.0,41.6,229,37.0,16.2,6
12937,914.0,14.1,129,91.0,6.6,6
12939,127.0,22.8,29,13.0,0.0,0
12941,1214.0,31.9,387,22.0,50.0,11
12942,425.0,54.4,231,0.0,,
12943,240.0,37.5,90,38.0,36.8,14
12944,2773.0,25.6,710,314.0,11.1,35
12945,360.0,45.3,163,13.0,0.0,0
12946,3657.0,45.7,1671,302.0,15.9,48
12950,553.0,17.5,97,41.0,0.0,0
12952,159.0,7.5,12,0.0,,
12953,9790.0,22.9,2242,959.0,3.3,32
12955,361.0,23.3,84,52.0,0.0,0
12956,1128.0,18.4,208,161.0,0.0,0
12957,1262.0,13.5,170,74.0,0.0,0
12958,1213.0,18.7,227,122.0,0.0,0
12959,1285.0,15.2,195,238.0,0.0,0
12960,810.0,44.4,360,0.0,,
12961,92.0,70.7,65,0.0,,
12962,3763.0,24.2,911,120.0,10.0,12
12964,41.0,48.8,20,0.0,,
12965,207.0,18.8,39,41.0,2.4,1
12966,1827.0,19.4,354,215.0,18.1,39
12967,832.0,18.9,157,156.0,7.1,11
12969,223.0,28.7,64,0.0,,
12970,323.0,54.2,175,595.0,3.4,20
12972,5053.0,33.2,1678,458.0,52.4,240
12973,103.0,9.7,10,6.0,0.0,0
12974,1357.0,20.3,275,52.0,0.0,0
12975,102.0,30.4,31,0.0,,
12976,171.0,71.3,122,15.0,86.7,13
12977,1078.0,1.5,16,83.0,0.0,0
12978,216.0,0.0,0,0.0,,
12979,1793.0,20.4,366,194.0,12.4,24
12980,897.0,13.7,123,49.0,24.5,12
12981,1526.0,20.6,314,76.0,0.0,0
12983,5461.0,42.6,2326,730.0,10.5,77
12985,624.0,16.5,103,50.0,0.0,0
12986,4002.0,22.6,904,316.0,7.9,25
12987,153.0,45.8,70,16.0,0.0,0
12989,749.0,24.2,181,93.0,0.0,0
12992,3069.0,18.9,580,389.0,3.9,15
12993,1286.0,32.9,423,146.0,0.0,0
12996,1589.0,26.0,413,73.0,63.0,46
12997,971.0,30.9,300,100.0,7.0,7
12998,230.0,16.5,38,0.0,,
13020,63.0,9.5,6,0.0,,
13021,27325.0,26.6,7268,2685.0,15.5,416
13024,1146.0,0.0,0,63.0,0.0,0
13026,975.0,38.1,371,461.0,2.2,10
13027,24906.0,44.6,11108,2119.0,21.9,464
13028,628.0,21.8,137,59.0,0.0,0
13029,5364.0,35.9,1926,387.0,48.3,187
13030,2644.0,22.9,605,138.0,10.1,14
13031,12096.0,45.0,5443,766.0,48.2,369
13032,9626.0,20.4,1964,940.0,14.7,138
13033,2367.0,18.5,438,402.0,0.0,0
13034,1497.0,24.6,368,170.0,7.1,12
13035,5466.0,53.1,2902,1359.0,7.7,105
13036,6566.0,22.0,1445,693.0,24.5,170
13037,6721.0,33.6,2258,576.0,21.7,125
13039,12159.0,38.3,4657,1251.0,18.7,234
13040,1863.0,18.1,337,188.0,11.2,21
13041,8633.0,36.3,3134,549.0,22.8,125
13042,1414.0,30.8,436,77.0,37.7,29
13044,2090.0,13.0,272,265.0,2.6,7
13045,16781.0,29.7,4984,6778.0,8.5,576
13051,52.0,11.5,6,0.0,,
13052,1309.0,22.2,291,114.0,3.5,4
13053,3180.0,43.8,1393,784.0,6.1,48
13054,918.0,25.9,238,35.0,8.6,3
13057,11033.0,31.1,3431,870.0,29.3,255
13060,2079.0,20.1,418,162.0,18.5,30
13061,534.0,35.8,191,43.0,0.0,0
13062,222.0,24.3,54,0.0,,
13063,1255.0,28.7,360,103.0,23.3,24
13065,110.0,0.0,0,0.0,,
13066,9312.0,64.7,6025,612.0,20.9,128
13068,3261.0,40.2,1311,462.0,0.6,3
13069,16405.0,18.9,3101,1677.0,8.2,138
13071,549.0,26.0,143,49.0,10.2,5
13072,641.0,16.2,104,34.0,14.7,5
13073,4506.0,29.4,1325,278.0,14.4,40
13074,3099.0,10.8,335,449.0,8.2,37
13076,1777.0,17.2,306,228.0,7.5,17
13077,4749.0,38.3,1819,575.0,19.3,111
13078,7574.0,49.9,3779,557.0,39.7,221
13080,2470.0,26.5,655,238.0,31.1,74
13081,868.0,42.9,372,37.0,16.2,6
13082,3071.0,27.6,848,239.0,7.1,17
13083,1340.0,21.6,289,126.0,0.0,0
13084,2772.0,38.8,1076,249.0,18.9,47
13087,173.0,40.5,70,68.0,0.0,0
13088,16418.0,34.8,5713,1724.0,39.9,688
13090,20196.0,42.4,8563,2646.0,25.3,669
13092,1717.0,18.8,323,192.0,1.0,2
13101,1474.0,15.6,230,154.0,3.2,5
13102,67.0,25.4,17,0.0,,
13103,177.0,6.2,11,29.0,0.0,0
13104,11623.0,62.1,7218,1010.0,25.7,260
13108,4708.0,47.0,2213,271.0,24.7,67
13110,1803.0,44.3,799,125.0,6.4,8
13111,1069.0,20.8,222,171.0,5.3,9
13112,1256.0,22.3,280,128.0,10.2,13
13113,36.0,5.6,2,4.0,0.0,0
13114,5222.0,18.1,945,503.0,27.0,136
13115,167.0,29.3,49,5.0,0.0,0
13116,2715.0,35.2,956,218.0,9.2,20
13117,155.0,7.7,12,0.0,,
13118,4156.0,17.8,740,352.0,11.1,39
13119,0.0,,,0.0,,
13120,1489.0,14.6,217,62.0,11.3,7
13121,0.0,,,0.0,,
13122,1003.0,28.2,283,113.0,20.4,23
13123,35.0,0.0,0,0.0,,
13124,74.0,20.3,15,6.0,0.0,0
13126,22053.0,28.6,6307,7076.0,7.9,559
13131,2117.0,18.7,396,234.0,1.3,3
13132,2621.0,27.2,713,226.0,21.2,48
13134,127.0,8.7,11,0.0,,
13135,4361.0,29.3,1278,450.0,24.4,110
13136,265.0,12.5,33,5.0,0.0,0
13138,175.0,15.4,27,15.0,0.0,0
13140,3068.0,9.2,282,295.0,3.1,9
13141,452.0,28.3,128,33.0,0.0,0
13142,4667.0,23.1,1078,580.0,7.8,45
13143,1612.0,20.2,326,99.0,11.1,11
13144,802.0,9.9,79,37.0,0.0,0
13145,1360.0,21.9,298,83.0,0.0,0
13146,1426.0,10.4,148,124.0,0.0,0
13147,739.0,14.1,104,105.0,1.9,2
13148,8053.0,25.9,2086,813.0,20.7,168
13152,5835.0,55.1,3215,316.0,11.4,36
13153,283.0,56.5,160,0.0,,
13154,24.0,0.0,0,14.0,0.0,0
13155,493.0,19.3,95,39.0,23.1,9
13156,1762.0,27.2,479,150.0,15.3,23
13157,472.0,25.2,119,27.0,0.0,0
13158,999.0,26.5,265,184.0,14.1,26
13159,3761.0,42.3,1591,358.0,29.9,107
13160,1551.0,37.2,577,173.0,6.9,12
13162,147.0,40.8,60,3.0,0.0,0
13163,255.0,19.6,50,39.0,7.7,3
13164,1570.0,43.9,689,133.0,50.4,67
13165,6931.0,20.6,1428,619.0,3.2,20
13166,4377.0,24.4,1068,295.0,9.5,28
13167,2211.0,18.3,405,228.0,15.8,36
13202,4448.0,36.4,1619,918.0,39.0,358
13203,12073.0,27.7,3344,1542.0,25.3,390
13204,12581.0,26.1,3284,1850.0,25.0,462
13205,12224.0,21.2,2591,1489.0,9.1,135
13206,12261.0,26.8,3286,1033.0,22.3,230
13207,8686.0,32.7,2840,744.0,7.8,58
13208,14462.0,18.7,2704,1405.0,8.8,124
13209,9696.0,29.2,2831,795.0,15.5,123
13210,10491.0,50.3,5277,6987.0,18.1,1265
13211,4297.0,15.4,662,608.0,14.5,88
13212,15391.0,27.7,4263,1179.0,30.1,355
13214,5219.0,52.4,2735,1787.0,6.7,120
13215,10239.0,49.2,5038,1554.0,32.4,503
13219,11068.0,43.2,4781,1166.0,15.1,176
13224,6149.0,56.5,3474,649.0,23.4,152
13244,14.0,100.0,14,8633.0,1.1,95
13290,0.0,,,0.0,,
13301,87.0,49.4,43,10.0,0.0,0
13302,1047.0,11.4,119,72.0,19.4,14
13303,1111.0,23.9,266,92.0,15.2,14
13304,1225.0,48.0,588,123.0,17.1,21
13305,331.0,3.9,13,53.0,0.0,0
13308,3142.0,23.4,735,253.0,1.6,4
13309,4243.0,19.5,827,391.0,8.4,33
13310,479.0,13.8,66,111.0,0.0,0
13312,260.0,36.9,96,7.0,0.0,0
13313,430.0,2.6,11,32.0,0.0,0
13314,79.0,15.2,12,11.0,0.0,0
