zip_code,pop_25_over,pct_bachelors_plus_25_over,count_bachelors_plus_25_over,pop_18_24,pct_bachelor_and_over_18_24,count_bachelors_plus_18_24
13315,877.0,19.2,168,125.0,9.6,12
13316,4368.0,20.9,913,377.0,12.5,47
13317,2280.0,18.5,422,331.0,8.2,27
13318,679.0,14.9,101,92.0,22.8,21
13319,434.0,29.5,128,0.0,,
13320,1323.0,36.3,480,345.0,9.9,34
13321,634.0,21.9,139,13.0,0.0,0
13322,754.0,28.4,214,44.0,2.3,1
13323,7425.0,48.6,3609,2354.0,4.8,113
13324,1379.0,18.3,252,89.0,0.0,0
13325,661.0,15.3,101,37.0,0.0,0
13326,3513.0,48.5,1704,547.0,23.4,128
13327,1313.0,22.3,293,95.0,30.5,29
13328,972.0,26.3,256,77.0,11.7,9
13329,2342.0,14.5,340,318.0,0.0,0
13331,175.0,50.3,88,0.0,,
13332,1722.0,29.3,505,120.0,9.2,11
13333,38.0,28.9,11,0.0,,
13334,678.0,12.5,85,50.0,64.0,32
13335,917.0,12.6,116,141.0,10.6,15
13337,535.0,45.2,242,62.0,77.4,48
13338,942.0,26.4,249,97.0,3.1,3
13339,4056.0,20.2,819,577.0,14.6,84
13340,5395.0,22.3,1203,505.0,13.5,68
13342,152.0,41.4,63,24.0,0.0,0
13343,1189.0,19.4,231,101.0,23.8,24
13345,114.0,17.5,20,21.0,0.0,0
13346,2858.0,46.2,1320,2824.0,2.0,56
13348,1014.0,35.4,359,290.0,4.1,12
13350,7054.0,20.3,1432,1165.0,15.9,185
13352,3.0,0.0,0,0.0,,
13353,45.0,11.1,5,2.0,100.0,2
13354,2236.0,28.8,644,213.0,12.2,26
13355,720.0,15.4,111,59.0,0.0,0
13357,7341.0,21.7,1593,447.0,10.1,45
13360,123.0,35.8,44,51.0,0.0,0
13361,442.0,33.9,150,105.0,9.5,10
13363,1632.0,23.7,387,108.0,41.7,45
13364,278.0,4.0,11,10.0,0.0,0
13365,5378.0,19.1,1027,939.0,9.4,88
13367,6105.0,25.4,1551,839.0,13.8,116
13368,717.0,18.1,130,86.0,2.3,2
13402,855.0,18.9,162,150.0,20.7,31
13403,4753.0,19.3,917,1023.0,5.7,58
13404,100.0,15.0,15,5.0,0.0,0
13406,297.0,19.2,57,23.0,0.0,0
13407,3707.0,22.6,838,366.0,18.3,67
13408,1493.0,19.6,293,1338.0,1.6,21
13409,1642.0,14.2,233,128.0,11.7,15
13410,484.0,12.6,61,32.0,0.0,0
13411,2107.0,16.7,352,214.0,14.5,31
13413,12153.0,48.7,5919,1358.0,38.4,521
13415,85.0,38.8,33,0.0,,
13416,1489.0,18.3,272,135.0,8.1,11
13417,2540.0,35.9,912,132.0,0.0,0
13418,138.0,26.8,37,47.0,0.0,0
13420,821.0,62.2,511,23.0,100.0,23
13421,9307.0,25.6,2383,966.0,9.8,95
13424,1764.0,29.3,517,120.0,9.2,11
13425,1272.0,20.5,261,130.0,0.0,0
13428,1165.0,25.3,295,56.0,16.1,9
13431,1353.0,23.1,313,97.0,5.2,5
13433,1091.0,11.0,120,114.0,0.0,0
13435,196.0,12.8,25,7.0,100.0,7
13436,75.0,38.7,29,20.0,0.0,0
13437,221.0,11.8,26,12.0,41.7,5
13438,2456.0,22.6,555,169.0,1.2,2
13439,2533.0,29.9,757,319.0,5.0,16
13440,29666.0,22.9,6794,2936.0,19.7,578
13441,123.0,74.8,92,0.0,,
13450,95.0,6.3,6,114.0,4.4,5
13452,3388.0,14.7,498,360.0,0.8,3
13454,612.0,13.2,81,54.0,0.0,0
13455,50.0,0.0,0,0.0,,
13456,2721.0,35.0,952,284.0,14.4,41
13457,35.0,8.6,3,0.0,,
13459,1287.0,23.4,301,262.0,10.7,28
13460,2901.0,14.8,429,295.0,10.5,31
13461,2204.0,40.6,895,177.0,19.8,35
13464,860.0,11.4,98,49.0,18.4,9
13468,204.0,12.7,26,43.0,0.0,0
13469,797.0,39.5,315,114.0,0.0,0
13470,545.0,16.3,89,72.0,0.0,0
13471,1864.0,11.6,216,84.0,22.6,19
13472,210.0,57.1,120,0.0,,
13473,744.0,13.6,101,45.0,31.1,14
13475,46.0,23.9,11,0.0,,
13476,2012.0,18.3,368,161.0,31.1,50
13477,948.0,13.5,128,223.0,6.3,14
13478,2415.0,19.0,459,365.0,14.2,52
13480,2383.0,21.9,522,147.0,8.8,13
13482,65.0,12.3,8,0.0,,
13483,257.0,18.3,47,61.0,0.0,0
13484,75.0,0.0,0,0.0,,
13485,1045.0,20.6,215,144.0,9.0,13
13486,485.0,29.1,141,56.0,0.0,0
13488,119.0,19.3,23,0.0,,
13489,333.0,22.8,76,66.0,4.5,3
13490,923.0,36.4,336,84.0,40.5,34
13491,2315.0,21.3,493,467.0,0.9,4
13492,7820.0,37.0,2893,962.0,7.5,72
13493,1468.0,13.1,192,190.0,9.5,18
13494,224.0,40.2,90,2.0,0.0,0
13495,1399.0,30.5,427,61.0,44.3,27
13501,25045.0,21.9,5485,4214.0,4.9,206
13502,22213.0,25.0,5553,3846.0,12.8,492
13601,25375.0,24.7,6268,3197.0,12.3,393
13602,445.0,10.3,46,2251.0,0.5,11
13603,6758.0,39.2,2649,2394.0,17.1,409
13605,3378.0,22.4,757,403.0,1.0,4
13606,1641.0,27.5,451,150.0,8.0,12
13607,1745.0,34.1,595,79.0,5.1,4
13608,1251.0,14.1,176,112.0,2.7,3
13611,210.0,11.4,24,0.0,,
13612,2091.0,24.4,510,163.0,6.7,11
13613,1944.0,15.9,309,255.0,10.2,26
13614,179.0,18.4,33,50.0,0.0,0
13615,417.0,24.0,100,0.0,,
13616,1272.0,11.0,140,191.0,0.0,0
13617,6969.0,36.3,2530,3711.0,1.1,41
13618,1263.0,30.1,380,75.0,37.3,28
13619,6679.0,19.1,1276,1369.0,2.2,30
13620,1330.0,19.8,263,122.0,1.6,2
13621,391.0,36.6,143,88.0,0.0,0
13622,1368.0,30.0,410,122.0,2.5,3
13623,72.0,0.0,0,0.0,,
13624,3535.0,31.4,1110,284.0,18.7,53
13625,1317.0,32.3,425,76.0,19.7,15
13626,1601.0,16.6,266,199.0,7.0,14
13628,98.0,31.6,31,24.0,12.5,3
13630,855.0,15.4,132,179.0,5.6,10
13632,52.0,26.9,14,0.0,,
13633,206.0,15.0,31,33.0,0.0,0
13634,2812.0,24.8,697,162.0,2.5,4
13635,799.0,11.5,92,96.0,0.0,0
13636,105.0,14.3,15,2.0,0.0,0
13637,2810.0,19.3,542,1135.0,7.3,83
13638,161.0,0.0,0,4.0,0.0,0
13639,23.0,0.0,0,0.0,,
13640,232.0,58.6,136,30.0,53.3,16
13641,69.0,42.0,29,0.0,,
13642,6430.0,19.5,1254,684.0,9.6,66
13643,10.0,0.0,0,0.0,,
13645,0.0,,,0.0,,
13646,1547.0,27.0,418,211.0,0.9,2
13647,79.0,35.4,28,59.0,23.7,14
13648,1584.0,16.0,253,169.0,5.3,9
13649,47.0,44.7,21,0.0,,
13650,996.0,27.2,271,81.0,7.4,6
13651,127.0,59.1,75,0.0,,
13652,1129.0,25.7,290,191.0,0.0,0
13654,1502.0,20.2,303,225.0,6.7,15
13655,2404.0,30.2,726,422.0,0.9,4
13656,1737.0,14.6,254,234.0,17.5,41
13658,1586.0,21.2,336,10.0,0.0,0
13659,253.0,25.7,65,30.0,0.0,0
13660,1343.0,22.0,295,88.0,5.7,5
13661,1325.0,21.1,280,117.0,6.8,8
13662,11765.0,23.6,2777,1152.0,6.2,71
13664,315.0,15.9,50,24.0,50.0,12
13665,468.0,9.6,45,41.0,9.8,4
13666,126.0,7.1,9,47.0,0.0,0
13667,2489.0,11.8,294,207.0,0.0,0
13668,2418.0,23.6,571,150.0,6.0,9
13669,10799.0,21.2,2289,1258.0,8.1,102
13670,302.0,4.3,13,24.0,4.2,1
13672,308.0,22.1,68,8.0,0.0,0
13673,1115.0,17.6,196,298.0,8.4,25
13674,95.0,89.5,85,0.0,,
13675,27.0,40.7,11,0.0,,
13676,7643.0,40.4,3088,3277.0,8.8,288
13678,19.0,0.0,0,0.0,,
13679,847.0,31.8,269,147.0,59.2,87
13680,793.0,23.2,184,138.0,0.0,0
13681,615.0,8.3,51,24.0,0.0,0
13682,538.0,16.4,88,104.0,0.0,0
13683,19.0,0.0,0,24.0,0.0,0
13684,772.0,15.0,116,44.0,15.9,7
13685,1697.0,42.4,720,199.0,60.3,120
13687,348.0,22.4,78,14.0,0.0,0
13690,489.0,26.8,131,12.0,33.3,4
13691,2164.0,15.2,329,257.0,7.8,20
13692,195.0,65.1,127,0.0,,
13693,298.0,38.6,115,0.0,,
13694,957.0,29.4,281,44.0,50.0,22
13695,109.0,55.0,60,52.0,0.0,0
13696,188.0,0.0,0,0.0,,
13697,1502.0,19.4,291,55.0,0.0,0
13699,12.0,0.0,0,2077.0,3.4,71
13730,2151.0,12.2,262,165.0,0.0,0
13731,966.0,32.4,313,10.0,0.0,0
13732,5267.0,34.8,1833,670.0,15.7,105
13733,3840.0,20.5,787,441.0,11.8,52
13734,1549.0,11.0,170,301.0,4.7,14
13736,1388.0,20.2,280,100.0,15.0,15
13738,8.0,0.0,0,0.0,,
13739,675.0,29.2,197,56.0,14.3,8
13740,445.0,47.6,212,34.0,0.0,0
13743,2074.0,18.4,382,280.0,6.4,18
13744,835.0,15.3,128,123.0,0.0,0
13746,1859.0,14.5,270,195.0,11.8,23
13747,0.0,,,0.0,,
13748,2648.0,11.7,310,461.0,5.6,26
13750,409.0,44.3,181,46.0,0.0,0
13751,186.0,37.1,69,6.0,100.0,6
13752,549.0,34.6,190,204.0,0.0,0
13753,3181.0,40.2,1279,1663.0,0.2,3
13754,2093.0,14.4,301,121.0,10.7,13
13755,583.0,17.7,103,40.0,0.0,0
13756,503.0,26.4,133,58.0,0.0,0
13757,985.0,27.1,267,19.0,47.4,9
13760,30796.0,33.7,10378,3763.0,16.8,632
13774,180.0,6.7,12,27.0,0.0,0
13775,1492.0,23.1,345,74.0,0.0,0
13776,287.0,39.0,112,43.0,4.7,2
13777,304.0,27.3,83,15.0,0.0,0
13778,3672.0,25.1,922,361.0,6.9,25
13780,598.0,21.9,131,22.0,0.0,0
13782,628.0,25.2,158,54.0,0.0,0
13783,1793.0,19.4,348,130.0,36.2,47
13784,230.0,3.5,8,42.0,0.0,0
13786,315.0,23.2,73,15.0,0.0,0
13787,2282.0,9.9,226,195.0,0.0,0
13788,790.0,41.9,331,47.0,0.0,0
13790,13204.0,29.4,3882,2123.0,20.4,433
13795,2402.0,12.6,303,162.0,0.0,0
13796,735.0,30.6,225,22.0,77.3,17
13797,1437.0,16.4,236,125.0,18.4,23
13801,1128.0,14.6,165,174.0,3.4,6
13802,849.0,25.7,218,19.0,0.0,0
13803,2650.0,13.9,368,299.0,13.7,41
13804,178.0,7.3,13,38.0,0.0,0
13806,111.0,29.7,33,2.0,0.0,0
13807,934.0,35.0,327,161.0,31.7,51
13808,953.0,37.1,354,209.0,7.7,16
13809,1099.0,15.3,168,220.0,0.0,0
13810,923.0,36.4,336,109.0,5.5,6
13811,3002.0,28.3,850,250.0,10.4,26
13812,1646.0,17.8,293,124.0,10.5,13
13813,590.0,23.7,140,15.0,0.0,0
13814,16.0,18.8,3,0.0,,
13815,9316.0,24.2,2254,947.0,14.6,138
13820,13349.0,39.7,5300,6943.0,2.7,187
13825,2109.0,28.6,603,234.0,10.7,25
13826,68.0,0.0,0,0.0,,
13827,8087.0,28.6,2313,901.0,13.7,123
13830,3624.0,15.2,551,282.0,1.1,3
13832,341.0,5.6,19,63.0,0.0,0
13833,2571.0,16.1,414,262.0,0.0,0
13834,99.0,0.0,0,0.0,,
13835,900.0,25.4,229,50.0,8.0,4
13838,2612.0,25.0,653,567.0,14.8,84
13839,958.0,13.8,132,47.0,0.0,0
13841,272.0,20.2,55,40.0,0.0,0
13842,477.0,24.9,119,66.0,10.6,7
13843,1336.0,21.9,293,192.0,22.4,43
13844,370.0,6.5,24,23.0,13.0,3
13846,225.0,28.4,64,0.0,,
13847,15.0,0.0,0,0.0,,
13849,3346.0,23.2,776,478.0,11.9,57
13850,15795.0,45.1,7124,2845.0,20.5,583
13856,4626.0,25.1,1161,250.0,0.0,0
13859,90.0,25.6,23,0.0,,
13860,199.0,51.3,102,0.0,,
13861,399.0,49.6,198,0.0,,
13862,2442.0,21.3,520,393.0,39.7,156
13863,303.0,14.9,45,33.0,21.2,7
13864,1055.0,19.3,204,165.0,0.0,0
13865,4200.0,23.5,987,440.0,22.7,100
13901,13593.0,26.5,3602,2033.0,16.5,335
13902,38.0,0.0,0,6762.0,0.1,7
13903,12513.0,35.9,4492,1614.0,23.4,378
13904,6277.0,19.2,1205,682.0,6.0,41
13905,17372.0,36.7,6376,6619.0,20.7,1370
14001,6804.0,25.9,1762,437.0,6.2,27
14004,8662.0,21.7,1880,564.0,9.4,53
14005,1249.0,26.7,333,178.0,11.8,21
14006,6925.0,25.1,1738,511.0,14.1,72
14008,1078.0,22.2,239,75.0,69.3,52
14009,4221.0,20.5,865,579.0,14.7,85
14011,5651.0,14.6,825,458.0,17.2,79
14012,2125.0,18.7,397,123.0,2.4,3
14013,1120.0,28.8,323,65.0,0.0,0
14020,16352.0,22.7,3712,1707.0,10.0,171
14024,1054.0,14.4,152,70.0,21.4,15
14025,2823.0,41.6,1174,166.0,41.0,68
14026,474.0,42.6,202,22.0,100.0,22
14027,79.0,41.8,33,0.0,,
14028,1119.0,18.4,206,31.0,0.0,0
14029,29.0,13.8,4,0.0,,
14030,1411.0,18.9,267,87.0,12.6,11
14031,7603.0,50.9,3870,473.0,31.5,149
14032,7107.0,57.6,4094,779.0,26.3,205
14033,1155.0,42.3,489,59.0,0.0,0
14034,1715.0,15.4,264,111.0,14.4,16
14035,47.0,10.6,5,7.0,0.0,0
14036,4450.0,19.0,846,397.0,7.3,29
14037,734.0,14.4,106,67.0,26.9,18
14039,74.0,12.2,9,5.0,0.0,0
14040,1206.0,23.9,288,75.0,38.7,29
14041,147.0,5.4,8,0.0,,
14042,2900.0,17.2,499,345.0,2.6,9
14043,18452.0,27.3,5037,2003.0,28.7,575
14047,4985.0,19.2,957,384.0,13.3,51
14048,11173.0,18.0,2011,1195.0,12.1,145
14051,14662.0,64.0,9384,1179.0,27.6,325
14052,13661.0,46.7,6380,942.0,26.6,251
14054,939.0,23.3,219,87.0,9.2,8
14055,1042.0,23.9,249,106.0,52.8,56
14056,141.0,0.0,0,0.0,,
14057,5604.0,33.3,1866,490.0,19.6,96
14058,1590.0,24.5,390,136.0,1.5,2
14059,6837.0,42.3,2892,517.0,22.1,114
14060,272.0,15.8,43,25.0,0.0,0
14061,81.0,14.8,12,8.0,0.0,0
14062,2326.0,13.3,309,239.0,2.9,7
14063,7871.0,40.1,3156,3137.0,4.4,138
14065,1081.0,14.8,160,266.0,9.0,24
14066,829.0,23.0,191,33.0,9.1,3
14067,2886.0,28.0,808,347.0,0.0,0
14068,5984.0,52.9,3166,602.0,29.7,179
14069,414.0,38.6,160,0.0,,
14070,3701.0,14.5,537,416.0,9.6,40
14072,15605.0,44.3,6913,1686.0,9.0,152
14075,32657.0,37.9,12377,3198.0,15.0,480
14080,3160.0,21.4,676,358.0,0.0,0
14081,1973.0,24.7,487,221.0,2.3,5
14082,392.0,41.6,163,42.0,26.2,11
14083,20.0,0.0,0,0.0,,
14085,5796.0,48.5,2811,394.0,34.5,136
14086,26135.0,39.3,10271,2462.0,23.2,571
14091,1030.0,18.9,195,17.0,0.0,0
14092,8112.0,39.7,3220,544.0,10.5,57
14094,36283.0,28.7,10413,3732.0,12.9,481
14098,1945.0,22.7,442,275.0,5.5,15
14101,1451.0,10.2,148,128.0,12.5,16
14102,1331.0,40.9,544,78.0,19.2,15
14103,7774.0,18.3,1423,778.0,7.8,61
14105,3813.0,20.5,782,418.0,8.1,34
14108,3810.0,26.9,1025,310.0,39.0,121
14109,0.0,,,1296.0,0.4,5
14111,2237.0,21.9,490,197.0,7.6,15
14112,25.0,52.0,13,13.0,100.0,13
14113,480.0,21.7,104,45.0,4.4,2
14120,32589.0,30.2,9842,3152.0,16.5,520
14125,2556.0,21.1,539,222.0,10.4,23
14126,174.0,31.0,54,47.0,0.0,0
14127,22608.0,52.6,11892,1905.0,36.9,703
14129,899.0,20.9,188,96.0,16.7,16
14130,63.0,15.9,10,2.0,0.0,0
14131,3898.0,21.4,834,346.0,12.1,42
14132,4471.0,27.4,1225,581.0,19.1,111
14134,37.0,29.7,11,0.0,,
14135,73.0,9.6,7,23.0,0.0,0
14136,3792.0,26.3,997,411.0,18.5,76
14138,1399.0,20.0,280,95.0,37.9,36
14139,1405.0,29.3,412,97.0,12.4,12
14141,5385.0,28.2,1519,475.0,24.2,115
14143,801.0,28.7,230,106.0,0.0,0
14145,937.0,21.9,205,87.0,29.9,26
14150,31349.0,32.4,10157,3029.0,20.0,606
14166,153.0,88.2,135,29.0,0.0,0
14167,1450.0,13.4,194,173.0,0.0,0
14168,65.0,13.8,9,16.0,0.0,0
14169,84.0,0.0,0,0.0,,
14170,1646.0,37.2,612,68.0,41.2,28
14171,1358.0,17.7,240,79.0,20.3,16
14172,2333.0,26.5,618,178.0,11.8,21
14173,151.0,0.0,0,0.0,,
14174,4258.0,33.8,1439,240.0,24.2,58
14201,8553.0,39.2,3353,1373.0,37.4,514
14202,2918.0,45.2,1319,393.0,37.4,147
14203,2010.0,42.6,856,331.0,26.6,88
14204,5663.0,16.0,906,350.0,13.4,47
14206,15664.0,17.8,2788,1661.0,5.8,96
14207,16230.0,18.6,3019,2242.0,5.8,130
14208,7520.0,23.0,1730,2369.0,10.3,244
14209,6048.0,46.1,2788,1513.0,28.2,427
14210,11314.0,18.9,2138,1078.0,12.5,135
14211,14747.0,15.5,2286,1704.0,2.0,34
14212,8329.0,11.3,941,1079.0,13.5,146
14213,15004.0,35.8,5371,2289.0,19.6,449
14214,13161.0,46.3,6094,4276.0,23.9,1022
14215,24922.0,19.0,4735,6847.0,7.8,534
14216,17895.0,54.1,9681,1896.0,27.7,525
14217,16806.0,41.3,6941,1653.0,18.9,312
14218,14315.0,21.0,3006,1758.0,8.2,144
14219,8567.0,21.4,1833,627.0,6.2,39
14220,17092.0,28.0,4786,1528.0,15.0,229
14221,41169.0,57.0,23466,3344.0,35.3,1180
14222,10920.0,62.8,6858,2540.0,22.0,559
14223,17179.0,43.8,7524,953.0,20.9,199
14224,30683.0,33.5,10279,2982.0,18.2,543
14225,24777.0,28.7,7111,2387.0,24.6,587
14226,19984.0,57.1,11411,3195.0,43.2,1380
14227,16664.0,25.9,4316,1536.0,12.2,187
14228,15805.0,48.8,7713,3989.0,21.2,846
14260,8.0,100.0,8,829.0,2.3,19
14261,48.0,85.4,41,4736.0,1.4,66
14301,8831.0,17.7,1563,770.0,8.3,64
14302,209.0,12.9,27,0.0,,
14303,4156.0,16.1,669,410.0,2.4,10
14304,21592.0,25.4,5484,1747.0,27.9,487
14305,10473.0,24.6,2576,2248.0,10.1,227
14411,9729.0,11.8,1148,861.0,6.6,57
14413,50.0,38.0,19,0.0,,
14414,4875.0,34.4,1677,524.0,5.3,28
14415,72.0,0.0,0,16.0,0.0,0
14416,2756.0,30.3,835,351.0,0.0,0
14418,837.0,30.0,251,9.0,0.0,0
14420,12669.0,34.8,4409,4140.0,9.1,377
14422,1232.0,22.6,278,102.0,6.9,7
14423,3385.0,35.6,1205,465.0,15.1,70
14424,21433.0,40.9,8766,2548.0,9.7,247
14425,9279.0,39.1,3628,867.0,24.5,212
14427,1358.0,14.9,202,125.0,1.6,2
14428,5911.0,37.2,2199,581.0,19.4,113
14432,3684.0,28.5,1050,428.0,22.7,97
14433,2645.0,16.9,447,397.0,0.0,0
14435,1858.0,28.5,530,107.0,28.0,30
14437,6495.0,21.3,1383,886.0,7.9,70
14441,246.0,20.7,51,19.0,15.8,3
14445,5618.0,35.9,2017,663.0,22.6,150
14450,31897.0,59.9,19106,2339.0,19.4,454
14453,0.0,,,0.0,,
14454,5075.0,50.0,2538,4528.0,4.5,204
14456,12933.0,33.9,4384,3398.0,4.1,139
14462,469.0,22.2,104,63.0,0.0,0
14463,190.0,5.8,11,7.0,0.0,0
14464,4871.0,26.3,1281,457.0,25.6,117
14466,1337.0,28.9,386,81.0,0.0,0
14467,8069.0,43.9,3542,422.0,13.5,57
14468,12937.0,34.9,4515,1283.0,10.6,136
14469,4489.0,28.2,1266,316.0,18.0,57
14470,5594.0,19.6,1096,562.0,21.4,120
14471,2270.0,28.9,656,102.0,19.6,20
14472,6491.0,62.1,4031,500.0,31.0,155
14475,194.0,63.9,124,19.0,52.6,10
14476,1663.0,23.8,396,164.0,6.7,11
14477,1305.0,30.7,401,191.0,0.0,0
14478,555.0,52.4,291,749.0,0.0,0
14479,61.0,0.0,0,0.0,,
14480,416.0,33.2,138,99.0,0.0,0
14481,1400.0,32.3,452,91.0,24.2,22
14482,5992.0,28.3,1696,715.0,19.2,137
14485,2785.0,38.2,1064,535.0,19.4,104
14486,302.0,16.2,49,17.0,0.0,0
14487,4074.0,31.7,1291,408.0,0.0,0
14489,4714.0,19.1,900,707.0,3.7,26
14502,7464.0,41.5,3098,793.0,17.3,137
14504,1196.0,22.2,266,94.0,26.6,25
14505,3804.0,19.5,742,266.0,28.6,76
14506,716.0,63.5,455,16.0,0.0,0
14507,1017.0,18.7,190,42.0,14.3,6
14510,3347.0,22.2,743,438.0,6.4,28
14511,387.0,71.6,277,59.0,0.0,0
14512,3648.0,29.0,1058,398.0,13.6,54
14513,9936.0,19.0,1888,873.0,1.6,14
14514,4233.0,41.9,1774,478.0,28.2,135
14515,146.0,17.8,26,0.0,,
14516,1334.0,24.4,325,322.0,0.0,0
14517,1892.0,26.3,498,147.0,0.7,1
14519,8860.0,34.0,3012,753.0,6.9,52
14521,2228.0,21.1,470,279.0,7.2,20
14522,6772.0,24.5,1659,714.0,24.8,177
14525,1777.0,27.2,483,197.0,4.1,8
14526,13760.0,62.4,8586,1142.0,6.5,74
14527,8789.0,27.2,2391,821.0,8.5,70
14529,76.0,10.5,8,0.0,,
14530,4487.0,16.0,718,462.0,22.7,105
14532,2717.0,22.6,614,244.0,14.3,35
14533,1201.0,22.0,264,162.0,13.6,22
14534,24014.0,72.4,17386,1527.0,11.9,182
14536,469.0,19.0,89,108.0,7.4,8
14537,183.0,18.0,33,34.0,0.0,0
14539,74.0,14.9,11,25.0,0.0,0
14541,2302.0,17.2,396,413.0,1.5,6
14542,33.0,0.0,0,0.0,,
14543,2589.0,40.4,1046,169.0,10.1,17
14544,1569.0,17.0,267,197.0,0.0,0
14545,116.0,17.2,20,2.0,0.0,0
14546,3495.0,42.0,1468,299.0,16.7,50
14548,2704.0,16.3,441,365.0,3.8,14
14549,308.0,24.7,76,16.0,0.0,0
14550,873.0,17.1,149,84.0,0.0,0
14551,4021.0,15.9,639,250.0,4.0,10
14555,978.0,34.6,338,73.0,0.0,0
14556,835.0,4.7,39,67.0,13.4,9
14557,109.0,22.9,25,24.0,54.2,13
14559,12562.0,38.8,4874,1428.0,24.8,354
14560,1778.0,26.7,475,200.0,55.0,110
14561,1688.0,19.9,336,141.0,16.3,23
14564,11750.0,56.5,6639,839.0,31.7,266
14568,4549.0,33.5,1524,404.0,28.0,113
14569,4996.0,18.0,899,429.0,0.0,0
14571,835.0,25.7,215,102.0,0.0,0
14572,3173.0,18.0,571,293.0,41.6,122
14580,40517.0,45.3,18354,2767.0,26.5,733
14585,167.0,6.6,11,0.0,,
14586,8591.0,47.3,4064,1906.0,17.8,339
14588,0.0,,,0.0,,
14589,5665.0,28.6,1620,611.0,13.1,80
14590,3773.0,15.8,596,391.0,2.0,8
14591,1104.0,17.1,189,91.0,15.4,14
14592,109.0,23.9,26,0.0,,
14604,2202.0,61.8,1361,384.0,41.4,159
14605,6610.0,12.3,813,1454.0,5.5,80
14606,19147.0,22.5,4308,1818.0,7.5,136
14607,13647.0,59.5,8120,3168.0,49.2,1559
14608,8475.0,23.6,2000,1189.0,15.2,181
14609,28603.0,33.1,9468,2908.0,10.8,314
14610,11019.0,65.9,7262,1079.0,29.0,313
14611,10641.0,11.8,1256,2178.0,9.3,203
14612,26469.0,35.8,9476,2174.0,18.5,402
14613,8840.0,14.4,1273,1212.0,0.9,11
14614,974.0,16.3,159,118.0,5.1,6
14615,12115.0,21.0,2544,1589.0,9.4,149
14616,18027.0,23.5,4236,1929.0,6.7,129
14617,15781.0,49.6,7827,997.0,28.1,280
14618,15790.0,76.4,12064,3651.0,9.3,340
14619,9446.0,31.3,2957,1214.0,2.5,30
14620,17248.0,56.4,9728,3403.0,39.4,1341
14621,21206.0,11.7,2481,3093.0,3.7,114
14622,9711.0,33.8,3282,684.0,23.5,161
14623,12997.0,40.7,5290,10051.0,9.7,975
14624,27593.0,33.5,9244,2708.0,16.7,452
14625,8231.0,60.0,4939,512.0,42.8,219
14626,22031.0,32.0,7050,2079.0,16.5,343
14627,21.0,0.0,0,2901.0,0.6,17
14642,0.0,,,0.0,,
14701,27131.0,24.8,6728,3058.0,6.6,202
14706,4361.0,34.6,1509,463.0,6.9,32
14707,84.0,6.0,5,9.0,33.3,3
14708,115.0,6.1,7,1.0,0.0,0
14709,884.0,20.9,185,106.0,0.0,0
14710,2141.0,29.0,621,208.0,9.6,20
14711,1204.0,21.5,259,154.0,8.4,13
14712,2415.0,29.6,715,231.0,7.8,18
14714,352.0,17.3,61,53.0,0.0,0
14715,1727.0,20.0,345,193.0,0.0,0
14716,1607.0,18.9,304,216.0,0.9,2
14717,558.0,34.1,190,11.0,0.0,0
14718,1310.0,23.8,312,166.0,3.0,5
14719,2351.0,16.9,397,288.0,8.7,25
14720,599.0,12.0,72,50.0,0.0,0
14721,138.0,11.6,16,28.0,0.0,0
14722,201.0,79.6,160,64.0,3.1,2
14723,782.0,13.8,108,49.0,8.2,4
14724,1647.0,18.2,300,289.0,4.5,13
14726,1123.0,9.9,111,216.0,0.0,0
14727,3600.0,20.7,745,304.0,17.1,52
14728,620.0,33.7,209,51.0,0.0,0
14729,543.0,18.4,100,82.0,3.7,3
14731,986.0,37.0,365,60.0,15.0,9
14732,21.0,0.0,0,0.0,,
14733,2292.0,16.1,369,213.0,3.3,7
14735,1680.0,23.8,400,176.0,11.9,21
14736,146.0,39.7,58,41.0,0.0,0
14737,2978.0,14.2,423,168.0,0.0,0
14738,2624.0,17.2,451,213.0,19.2,41
14739,1723.0,9.4,162,183.0,4.9,9
14740,864.0,17.4,150,124.0,1.6,2
14741,1376.0,21.2,292,138.0,0.0,0
14742,104.0,61.5,64,0.0,,
14743,1499.0,11.2,168,185.0,16.2,30
14744,943.0,55.7,525,914.0,2.6,24
14747,1464.0,14.1,206,116.0,3.4,4
14748,373.0,8.8,33,23.0,0.0,0
14750,3237.0,35.4,1146,308.0,28.9,89
14752,111.0,85.6,95,0.0,,
14753,644.0,14.1,91,109.0,0.0,0
14754,478.0,14.4,69,57.0,0.0,0
14755,2064.0,14.7,303,188.0,8.5,16
14756,0.0,,,0.0,,
14757,2256.0,37.1,837,332.0,0.0,0
14760,12311.0,27.4,3373,1154.0,17.9,207
14767,1393.0,13.1,182,187.0,2.1,4
14769,562.0,23.1,130,108.0,0.0,0
14770,1936.0,23.8,461,301.0,6.3,19
14772,3049.0,24.0,732,302.0,0.0,0
14774,194.0,7.7,15,13.0,0.0,0
14775,1475.0,19.3,285,223.0,2.7,6
14777,317.0,20.8,66,67.0,0.0,0
14778,11.0,36.4,4,1397.0,5.1,71
14779,4671.0,14.5,677,434.0,7.1,31
14781,1324.0,16.8,222,61.0,6.6,4
14782,1628.0,24.6,400,54.0,14.8,8
14783,76.0,40.8,31,0.0,,
14784,680.0,23.2,158,52.0,0.0,0
14785,0.0,,,0.0,,
14787,3705.0,29.0,1074,135.0,0.0,0
