,postalCode,shape_area,borough,PO_NAME,area_sqkm,area_sqmi
189,11238,29429423.4614,Brooklyn,Brooklyn,29.4294234614,11.362759257293462
190,11239,41794660.7681,Brooklyn,Brooklyn,41.7946607681,16.137002111884946
191,11251,10379321.962,Brooklyn,Brooklyn,10.379321961999999,4.007476968172123
192,11354,61985147.4503,Queens,Flushing,61.9851474503,23.93258940085573
193,11355,49383079.0839,Queens,Flushing,49.3830790839,19.066905600451957
194,11356,43321159.2727,Queens,College Point,43.321159272699994,16.726386237508013
195,11357,77359110.6086,Queens,Whitestone,77.3591106086,29.86850732420168
196,11358,54622541.0856,Queens,Flushing,54.622541085600005,21.089872358232334
197,11359,6567982.08563,Queens,Bayside,6.56798208563,2.535911019225914
198,11360,38834824.1716,Queens,Bayside,38.8348241716,14.994203282303102
199,11361,50163518.2437,Queens,Bayside,50.1635182437,19.368234720929056
200,11362,54680551.2195,Queens,Little Neck,54.680551219499996,21.11227018695139
201,11363,24242790.0243,Queens,Little Neck,24.242790024300003,9.36018971396228
202,11364,84259665.0533,Queens,Oakland Gardens,84.2596650533,32.532825196409235
203,11365,69385865.5943,Queens,Fresh Meadows,69.3858655943,26.79002147769042
204,11366,20358592.7502,Queens,Fresh Meadows,20.3585927502,7.86049337803772
205,11367,72810151.5885,Queens,Flushing,72.81015158849999,28.112145148623025
206,11368,72489663.2825,Queens,Corona,72.4896632825,27.988403972699818
207,11369,30060493.2465,Queens,East Elmhurst,30.060493246500002,11.606416563460144
208,11370,41790436.6752,Queens,East Elmhurst,41.7904366752,16.13537118116807
209,11371,30558474.9085,Queens,Flushing,30.5584749085,11.798688279121667
210,11372,20163283.8744,Queens,Jackson Heights,20.1632838744,7.785084230473589
211,11373,42659399.8982,Queens,Elmhurst,42.6593998982,16.470879619494816
212,11374,25203458.8689,Queens,Rego Park,25.2034588689,9.731105876200028
213,11375,55587771.835,Queens,Forest Hills,55.587771835,21.46254988103717
214,11377,71832387.4936,Queens,Woodside,71.8323874936,27.734628476053945
215,11378,66342001.4603,Queens,Maspeth,66.3420014603,25.61477944782475
216,11379,57537331.4936,Queens,Middle Village,57.5373314936,22.215278764341946
217,11385,125023075.272,Queens,Ridgewood,125.023075272,48.27165940866974
218,11411,35889597.3838,Queens,Cambria Heights,35.8895973838,13.857045329079948
219,11412,46687803.7023,Queens,Saint Albans,46.687803702299995,18.02625438506543
220,11413,85392925.3608,Queens,Springfield Gardens,85.39292536079999,32.9703792676556
221,11414,63974665.2952,Queens,Howard Beach,63.9746652952,24.70074621980731
222,11415,16802279.5098,Queens,Kew Gardens,16.802279509799998,6.487393723292799
223,11416,18854849.8011,Queens,Ozone Park,18.854849801100002,7.279895217904313
224,11417,31099087.1084,Queens,Ozone Park,31.0990871084,12.007419730727456
225,11418,32025130.9227,Queens,Richmond Hill,32.0251309227,12.364967099516315
226,11419,31278858.1025,Queens,South Richmond Hill,31.2788581025,12.076829671091454
227,11420,61879568.3726,Queens,South Ozone Park,61.8795683726,23.891825107797604
228,11421,24314441.7637,Queens,Woodhaven,24.3144417637,9.387854593848097
229,11422,60091178.9547,Queens,Rosedale,60.0911789547,23.20132437676758
230,11423,45095032.1013,Queens,Hollis,45.0950321013,17.411282084376133
231,11426,49418364.0577,Queens,Bellerose,49.4183640577,19.080529199406087
232,11427,39568339.2748,Queens,Queens Village,39.5683392748,15.27741493067883
233,11428,21985773.4995,Queens,Queens Village,21.9857734995,8.488751119703949
234,11429,39559398.2844,Queens,Queens Village,39.559398284400004,15.27396279640341
235,11430,199913664.291,Queens,Jamaica,199.913664291,77.18706561008368
236,11432,60177575.638,Queens,Jamaica,60.17757563799999,23.234682308983075
237,11433,47739432.5954,Queens,Jamaica,47.7394325954,18.43229040394913
238,11434,87379704.1564,Queens,Jamaica,87.3797041564,33.73747853419435
239,11435,42105899.157,Queens,Jamaica,42.105899156999996,16.25717187631601
240,11436,22699295.4596,Queens,Jamaica,22.699295459600002,8.76424337554248
241,11451,487599.726799,Queens,Jamaica,0.487599726799,0.1882632297165475
242,11691,83927815.1145,Queens,Far Rockaway,83.9278151145,32.404697271338684
243,11692,23992395.3816,Queens,Arverne,23.9923953816,9.263511841626524
244,11693,63767758.63626,Queens,Far Rockaway,63.767758636260005,24.62085914497726
245,11694,48101606.6125,Queens,Rockaway Park,48.1016066125,18.572126516299473
246,11697,59789760.6207,Queens,Breezy Point,59.7897606207,23.084946155173512
