geography,population,is_zipcode
14011,7382.0,True
14012,2944.0,True
14013,1612.0,True
14020,22209.0,True
14024,1606.0,True
14025,3445.0,True
14026,561.0,True
14027,143.0,True
14028,1377.0,True
14029,31.0,True
14030,2051.0,True
14031,9741.0,True
14032,10359.0,True
14033,1412.0,True
14034,2175.0,True
14035,69.0,True
14036,5745.0,True
14037,923.0,True
14039,101.0,True
14040,1635.0,True
14041,204.0,True
14042,4207.0,True
14043,24799.0,True
14047,6072.0,True
14048,14949.0,True
14051,20333.0,True
14052,17501.0,True
14054,1359.0,True
14055,1300.0,True
14056,205.0,True
14057,7632.0,True
14058,2649.0,True
14059,9413.0,True
14060,346.0,True
14061,101.0,True
14062,3220.0,True
14063,12722.0,True
14065,1769.0,True
14066,1004.0,True
14067,4063.0,True
14068,8504.0,True
14069,492.0,True
14070,5437.0,True
14072,21441.0,True
14075,44588.0,True
14080,4434.0,True
14081,2736.0,True
14082,566.0,True
14083,20.0,True
14085,8439.0,True
14086,35659.0,True
14091,1402.0,True
14092,10318.0,True
14094,50526.0,True
14098,2968.0,True
14101,1984.0,True
14102,1894.0,True
14103,10836.0,True
14105,5113.0,True
14108,5301.0,True
14109,1341.0,True
14111,3125.0,True
14112,38.0,True
14113,646.0,True
14120,44379.0,True
14125,3668.0,True
14126,301.0,True
14127,30783.0,True
14129,1228.0,True
14130,110.0,True
14131,5339.0,True
14132,6432.0,True
14134,57.0,True
14135,109.0,True
14136,5274.0,True
14138,2019.0,True
14139,2093.0,True
14141,7624.0,True
14143,1230.0,True
14145,1275.0,True
14150,41585.0,True
14166,182.0,True
14167,1931.0,True
14168,90.0,True
14169,84.0,True
14170,2200.0,True
14171,1736.0,True
14172,3019.0,True
14173,183.0,True
14174,5768.0,True
14201,12545.0,True
14202,3764.0,True
14203,2526.0,True
14204,7748.0,True
14206,22427.0,True
14207,25731.0,True
14208,12731.0,True
14209,8373.0,True
14210,15454.0,True
14211,23951.0,True
14212,13603.0,True
14213,23072.0,True
14214,21162.0,True
14215,42813.0,True
14216,23221.0,True
14217,22566.0,True
14218,20661.0,True
14219,10894.0,True
14220,23786.0,True
14221,55153.0,True
14222,15440.0,True
14223,22363.0,True
14224,41101.0,True
14225,33801.0,True
14226,29482.0,True
14227,21669.0,True
14228,24345.0,True
14260,857.0,True
14261,4970.0,True
14301,11448.0,True
14302,209.0,True
14303,6210.0,True
14304,28965.0,True
14305,16433.0,True
14411,12479.0,True
14413,81.0,True
14414,6722.0,True
14415,132.0,True
14416,3908.0,True
14418,1147.0,True
14420,20097.0,True
14422,1693.0,True
14423,4829.0,True
14424,28851.0,True
14425,13582.0,True
14427,1875.0,True
14428,7986.0,True
14432,5583.0,True
14433,4319.0,True
14435,2398.0,True
14437,8970.0,True
14441,339.0,True
14445,7604.0,True
14450,43063.0,True
14453,0.0,True
14454,11044.0,True
14456,19864.0,True
14462,765.0,True
14463,258.0,True
14464,6725.0,True
14466,1656.0,True
14467,10468.0,True
14468,19119.0,True
14469,5789.0,True
14470,7765.0,True
14471,2792.0,True
14472,9156.0,True
14475,253.0,True
14476,2456.0,True
14477,1779.0,True
14478,1393.0,True
14479,61.0,True
14480,532.0,True
14481,1883.0,True
14482,8233.0,True
14485,4163.0,True
14486,374.0,True
14487,5632.0,True
14489,7016.0,True
14502,10515.0,True
14504,1655.0,True
14505,5165.0,True
14506,866.0,True
14507,1233.0,True
14510,4781.0,True
14511,529.0,True
14512,4908.0,True
14513,13501.0,True
14514,5979.0,True
14515,146.0,True
14516,2184.0,True
14517,2588.0,True
14519,12487.0,True
14521,3282.0,True
14522,9230.0,True
14525,2532.0,True
14526,19348.0,True
14527,12444.0,True
14529,76.0,True
14530,6396.0,True
14532,3933.0,True
14533,1754.0,True
14534,33361.0,True
14536,663.0,True
14537,217.0,True
14539,115.0,True
14541,3523.0,True
14542,33.0,True
14543,3301.0,True
14544,2274.0,True
14545,136.0,True
14546,4585.0,True
14548,3695.0,True
14549,404.0,True
14550,1273.0,True
14551,4969.0,True
14555,1206.0,True
14556,902.0,True
14557,139.0,True
14559,17646.0,True
14560,2392.0,True
14561,2198.0,True
14564,16257.0,True
14568,6023.0,True
14569,6372.0,True
14571,1001.0,True
14572,4745.0,True
14580,54466.0,True
14585,167.0,True
14586,13056.0,True
14588,0.0,True
14589,7904.0,True
14590,5264.0,True
14591,1453.0,True
14592,119.0,True
14604,2708.0,True
14605,11796.0,True
14606,27478.0,True
14607,17577.0,True
14608,12417.0,True
14609,40171.0,True
14610,14082.0,True
14611,17595.0,True
14612,35339.0,True
14613,14740.0,True
14614,1112.0,True
14615,18255.0,True
14616,26837.0,True
14617,21287.0,True
14618,24621.0,True
14619,14223.0,True
14620,22866.0,True
14621,33349.0,True
14622,12794.0,True
14623,25689.0,True
14624,38834.0,True
14625,10667.0,True
14626,29210.0,True
14627,3008.0,True
14642,0.0,True
14701,39207.0,True
14706,6118.0,True
14707,113.0,True
14708,139.0,True
14709,1190.0,True
14710,2951.0,True
14711,1861.0,True
14712,3079.0,True
14714,556.0,True
14715,2374.0,True
14716,2343.0,True
14717,612.0,True
14718,1961.0,True
14719,3334.0,True
14720,853.0,True
14721,176.0,True
14722,292.0,True
14723,1060.0,True
14724,3099.0,True
14726,2681.0,True
14727,5039.0,True
14728,856.0,True
14729,768.0,True
14731,1198.0,True
14732,26.0,True
14733,3201.0,True
14735,2609.0,True
14736,210.0,True
14737,4071.0,True
14738,3550.0,True
14739,2494.0,True
14740,1283.0,True
14741,1957.0,True
14742,104.0,True
14743,2095.0,True
14744,2186.0,True
14747,2035.0,True
14748,481.0,True
14750,4411.0,True
14752,171.0,True
14753,929.0,True
14754,633.0,True
14755,2834.0,True
14756,0.0,True
14757,3112.0,True
14760,17272.0,True
14767,2156.0,True
14769,849.0,True
14770,2805.0,True
14772,4431.0,True
14774,322.0,True
14775,2272.0,True
14777,531.0,True
14778,1428.0,True
14779,6791.0,True
14781,1859.0,True
14782,2010.0,True
14783,83.0,True
14784,950.0,True
14785,0.0,True
14787,4863.0,True
14788,95.0,True
14801,5415.0,True
14802,4627.0,True
14803,1491.0,True
14804,1501.0,True
14805,723.0,True
14806,2131.0,True
14807,2865.0,True
14808,470.0,True
14809,2921.0,True
14810,11412.0,True
14812,2961.0,True
14813,2465.0,True
14814,2047.0,True
14815,725.0,True
14816,502.0,True
14817,2811.0,True
14818,1819.0,True
14819,633.0,True
14820,556.0,True
14821,3015.0,True
14822,826.0,True
14823,3697.0,True
14824,778.0,True
14825,746.0,True
14826,2134.0,True
14827,0.0,True
14830,18752.0,True
14836,915.0,True
14837,5633.0,True
14838,2150.0,True
14839,553.0,True
14840,2514.0,True
14841,827.0,True
14842,930.0,True
14843,12452.0,True
14845,20552.0,True
14846,978.0,True
14847,2385.0,True
14850,66495.0,True
14853,2294.0,True
14854,99.0,True
14855,890.0,True
14856,0.0,True
14858,1405.0,True
14859,1100.0,True
14860,1079.0,True
14861,1356.0,True
14864,1144.0,True
14865,2578.0,True
14867,5188.0,True
14869,996.0,True
14870,10086.0,True
14871,4497.0,True
14872,596.0,True
14873,1937.0,True
14874,166.0,True
14877,680.0,True
14878,793.0,True
14879,2345.0,True
14880,1475.0,True
14881,159.0,True
14882,4193.0,True
14883,4525.0,True
14884,363.0,True
14885,659.0,True
14886,6654.0,True
14889,1341.0,True
14891,4527.0,True
14892,7531.0,True
14893,30.0,True
14894,1316.0,True
14895,9117.0,True
14897,770.0,True
14898,1501.0,True
14901,14430.0,True
14903,7140.0,True
14904,14276.0,True
14905,8976.0,True
