store_name,square_footage,operation_type,georeference,Zip_Code_Clean
C TOWN,,Store,POINT (-73.908906129 40.823395653),10451
STEINWAY GOURMET DELI,2300.0,Store,POINT (-73.919857002 40.758170071),11103
DHARA BAZAR HALAL MEAT AND FISH,,Store,POINT (-73.896791764 40.754537564),11377
SEES CANDIES,1600.0,Store,POINT (-73.999177382 40.733342665),10011
SNACK SHOP,600.0,Store,POINT (-73.794272036 40.738374363),11365
781 NEW LOTS MINI MARKET,1000.0,Store,POINT (-73.881791594 40.666900408),11208
NEW WAY CONVENIENCE STORE,1500.0,Store,POINT (-74.080505061 40.624456839),10304
3161 NORWOOD DELI,1200.0,Store,POINT (-73.879629902 40.875075534),10467
USA 1 FOOD,1000.0,Store,POINT (-73.933396206 40.847575097),10033
NOSTRAND FINEST DELI,1500.0,Store,POINT (-73.950485482 40.671520136),11216
AVRAHAMS BAKERY,1750.0,Store,POINT (-73.820351741 40.724363425),11367
MOBIL,300.0,Store,POINT (-73.89780983 40.760349073),11377
HUA MEI DISCOUNT STORE,5000.0,Store,POINT (-73.888687218 40.836637342),10460
A&A QUALITY DELI,,Store,POINT (-73.763408444 40.597613375),11691
GREEN PARK DELI AND PIZZA,1400.0,Store,POINT (-73.975898742 40.781957829),10024
BAGEL LAND,1200.0,Store,POINT (-74.15002532 40.625411957),10303
QUICK STOP DELI & GRILL,,Store,POINT (-73.827638549 40.685878671),11419
LA PALOMA CANDY & GROCERY,1600.0,Store,POINT (-73.942075667 40.798235275),10029
4003 CHURCH FARM MARKET,10000.0,Store,POINT (-73.939897043 40.651415345),11203
MOHABIR INTL TRADING,3000.0,Store,POINT (-73.747404708 40.715742051),11428
VALERY DELI GROCERY,1200.0,Store,POINT (-73.926367477 40.703240107),11237
FAMILY GROCERY & DELI,,Store,POINT (-73.837759781 40.69149484),11418
STOP ONE DELI & GROCERY,1000.0,Store,POINT (-73.915422304 40.687737316),11221
LAVILLITA DELI GROCERY,1200.0,Store,POINT (-73.978837269 40.60490429),11223
MAI CUISINE #40017,,Store,POINT (-73.929917465 40.738614211),11101
L & L DELI GROCERY,2000.0,Store,POINT (-73.950859985 40.599575788),11229
SAND LANE DELI,1500.0,Store,POINT (-74.06833437 40.592539222),10305
ALMA MARKET,800.0,Store,POINT (-73.91311594 40.76287739),11103
ADUM AFRICAN MARKET,4000.0,Store,POINT (-73.914460565 40.833559926),10456
MARKET FRESH SUPERMARKET,1500.0,Store,POINT (-73.798173728 40.691572414),11435
PITKIN PHARMACY & FOOD MART,2500.0,Store,POINT (-73.914309607 40.669295118),11212
EUROPEAN GOURMET & DELI,1000.0,Store,POINT (-73.902477796 40.904394552),10471
BUHRE FISH MARKET,1000.0,Store,POINT (-73.831202031 40.8475541),10461
HOOK AND RAIL MEATS,1000.0,Store,POINT (-74.192258713 40.590532553),10314
MR. DELI & GRILL,600.0,Store,POINT (-73.92870343 40.695088497),11221
LA FORTA LEZA CANDY & GROCERY,100.0,Store,POINT (-73.941286008 40.798875485),10035
SOPHIA FISH,200.0,Store,POINT (-73.743968799 40.716198613),11428
PIPE & TABOR ROASTING,3000.0,Store,POINT (-74.01812744 40.677083708),11231
GENJI #10069 (INSIDE WHOLE FOODS MARKET),500.0,Store,POINT (-73.984428002 40.754532634),10036
ALWAYS SUNNY GROCERY,900.0,Store,POINT (-73.924116601 40.745707103),11104
T AND J DELI GROCERY,900.0,Store,POINT (-73.968874455 40.678211493),11238
EMPIRE STATE GOURMET DELI,1100.0,Store,POINT (-73.897276658 40.905035935),10471
DENNY FOOD MART,1000.0,Store,POINT (-73.908015049 40.690507326),11207
NICKS EUROPEAN MARKET,1000.0,Store,POINT (-73.856017158 40.856320314),10461
BENEDICTION BAKERY,1400.0,Store,POINT (-73.733935158 40.712639783),11429
VITIS CORNER,1900.0,Store,POINT (-73.929008615 40.700149029),11221
K & N DELI GROCERY,,Store,POINT (-73.944820656 40.824260079),10031
TWINS ZERO,1600.0,Store,POINT (-73.955632809 40.577807608),11235
APPLE GOURMET FARM,1400.0,Store,POINT (-73.98480552 40.686766147),11217
EL NUEVO RENACER DELI GROCERY,,Store,POINT (-73.93680345 40.842396841),10032
T & S DELI GROCERY,800.0,Store,POINT (-73.899367356 40.859052688),10468
SUSHI TOKYO QUEENS,250.0,Store,POINT (-73.782639463 40.728907464),11366
MINI STAR,1600.0,Store,POINT (-73.94896886 40.828928673),10031
EMILY GROCERY,800.0,Store,POINT (-73.935826539 40.846146737),10033
LOS PLATANITOS GROCERY & DELI,1000.0,Store,POINT (-73.912518227 40.700204266),11237
165 STREET MARKET,2200.0,Store,POINT (-73.917373192 40.829809821),10456
GREENBAY ORGANIC FOODS 12/20/16,2500.0,Store,POINT (-73.926380588 40.769224165),11102
BONAO MEATS AND PRODUCE,3000.0,Store,POINT (-73.906177903 40.853238372),10453
W & K GROCERY,,Store,POINT (-73.871093939 40.749115521),11372
KNAPP STREET BAGELS,4000.0,Store,POINT (-73.931108617 40.586541426),11235
76 GOURMET DELI,600.0,Store,POINT (-73.954242083 40.769913998),10021
RICKY FRUITS VEGETABLES & MORE,1200.0,Store,POINT (-73.943982298 40.834842399),10032
JAMAICA GOURMET DELI,1500.0,Store,POINT (-73.913549368 40.832859744),10456
BHUTAN CORNER,1200.0,Store,POINT (-73.917925728 40.741556553),11377
WEST 10 GROCERY,1200.0,Store,POINT (-73.982041755 40.600886382),11223
75 DELI & GROCERY,,Store,POINT (-73.866360846 40.691350461),11421
FRESH DELI LINE,1600.0,Store,POINT (-73.941084591 40.679793493),11216
HEALTHY BITES GOURMET,2000.0,Store,POINT (-73.960328937 40.688746916),11238
QUEENS GOURMET DELI,1200.0,Store,POINT (-73.766341523 40.682186904),11434
H & S MINI DELI,400.0,Store,POINT (-73.933741205 40.844540177),10033
CARNICERIA EL RANCHO,900.0,Store,POINT (-73.896327994 40.867228103),10468
ALMAZEN CANDY & TOBACCO,800.0,Store,POINT (-73.742879989 40.696141809),11411
ANTILLANA FRESH MEAT MARKET,3000.0,Store,POINT (-73.893305144 40.824140385),10459
AMEER CONVENIENCE,1000.0,Store,POINT (-73.866484144 40.854387489),10462
LYDIG DOLLAR DEALS,2000.0,Store,POINT (-73.866133948 40.85438137),10462
GREENVILLAGE MEAT,1500.0,Store,POINT (-73.86284908 40.883122832),10467
MANTON CONVENIENCE STORE 01/01/17,1000.0,Store,POINT (-73.818161969 40.709489151),11435
BRAVO SUPERMARKET,10000.0,Store,POINT (-73.930875768 40.76123307),11106
SUSHI BY PESCATORE,300.0,Store,POINT (-73.971394737 40.749544664),10017
681 DELI GROCERY STORE #1,1200.0,Store,POINT (-73.885221721 40.854552528),10458
EZ MARKET,2200.0,Store,POINT (-74.01237251 40.639501307),11220
99C BUDGET,5000.0,Store,POINT (-73.928150224 40.628969404),11234
PLAZA DELI,1000.0,Store,POINT (-73.913999225 40.675820806),11233
HARVEST DELI,800.0,Store,POINT (-73.940404567 40.71717632),11211
136 DELI GROCERY,1200.0,Store,POINT (-73.763520426 40.674627098),11434
TIO MINIMARKET & DELI,1200.0,Store,POINT (-73.893652155 40.677841432),11207
DARU SALAM FOOD & MEAT MARKET,,Store,POINT (-73.91489986 40.818619267),10455
ELVERTON CONVENIENCE,2500.0,Store,POINT (-74.157135773 40.562316468),10308
SHOP SMART FOOD MART,2400.0,Store,POINT (-74.092571062 40.571889817),10306
TRADER JOES #544,19000.0,Store,POINT (-73.978900469 40.744049037),10016
TASTE OF ISRAEL,,Store,POINT (-73.961152711 40.617770972),11230
NORMAN CONVENIENCE & SMOKE SHOP,1100.0,Store,POINT (-73.947488029 40.726967641),11222
DANS,8000.0,Store,POINT (-73.920658396 40.866497159),10034
WHOLE FOODS MARKET,42000.0,Store,POINT (-73.984428002 40.754532634),10036
CANDYMAVEN US,1200.0,Store,POINT (-73.98525085 40.631096228),11204
718 CONVENIENT STORE,,Store,POINT (-73.904787765 40.853024172),10453
BEST 1 SMOKE SHOP,700.0,Store,POINT (-73.903735082 40.830528275),10456
F.A.C.A. RESTAURANT OWNERS,15000.0,Store,POINT (-73.759784779 40.679239617),11434
LUCKY DELI AND MEAT,,Store,POINT (-73.919068935 40.806733519),10454
JOHN BATH AVE GROCERY,1200.0,Store,POINT (-74.012045196 40.607600874),11228
SMITH GOURMET DELI,1200.0,Store,POINT (-73.990072456 40.6875188),11201
UNIVERSITY FRESH MARKET,2500.0,Store,POINT (-73.917294822 40.849506623),10453
JAMAICA GOURMET DELI 1,1200.0,Store,POINT (-73.791271482 40.706580798),11432
SIYOB BAZAR,4000.0,Store,POINT (-73.976431412 40.630925657),11218
SHLOMS HEIMISH,400.0,Store,POINT (-73.964203891 40.620725635),11230
EURO FOOD MARKET MAX,500.0,Store,POINT (-73.900752633 40.702238679),11385
PROTEIN BAKERY,1200.0,Store,POINT (-73.996612185 40.74119106),10011
FIVE BOROUGHS BREWING CO,15000.0,Store,POINT (-74.014493466 40.650495137),11220
FAISAL DELI & GROCERY,1500.0,Store,POINT (-73.935329911 40.641898699),11203
PRINCESS DELI & GROCERY,1000.0,Store,POINT (-73.942041553 40.65129322),11203
SHOPPER STOP AND DELI,,Store,POINT (-73.92270995 40.682159118),11233
DANISH GOURMET,1000.0,Store,POINT (-73.973939304 40.74776419),10016
NUBES DELI GROCERY,1200.0,Store,POINT (-73.859175376 40.751143061),11368
FAMILY DOLLAR #31561,4000.0,Store,POINT (-74.087626996 40.638715043),10301
AKA CONVENIENCE STORE,1000.0,Store,POINT (-74.032731649 40.6136397),11209
FAMILY DOLLAR #31381,1500.0,Store,POINT (-73.835266416 40.580469156),11694
BAEZ DELI GROCERY,,Store,POINT (-73.901897098 40.828263862),10456
ASHLEY & J FOOD,800.0,Store,POINT (-73.857991264 40.874538338),10469
LA MELLIZA MINI MARKET,1200.0,Store,POINT (-73.758168329 40.687423623),11412
3770 FISH MARKET,1500.0,Store,POINT (-73.862670545 40.883447756),10467
NANCY AND FRIENDS DELI GROCERY SUPERMARK,1000.0,Store,POINT (-73.888886624 40.661001853),11207
NEW WORLD DELI,1000.0,Store,POINT (-73.739894775 40.705663776),11429
D & A DELI GROCERY,,Store,POINT (-73.885241502 40.873480249),10458
QUICK STOP 1 MINI MARKET,1500.0,Store,POINT (-73.866544996 40.845295135),10462
SAMS GRILL,1000.0,Store,POINT (-73.861962526 40.692071095),11421
DELI GROCERY,1200.0,Store,POINT (-73.748121696 40.767985406),11363
1798 LOS PRIMOS GROCERY,1400.0,Store,POINT (-73.893702027 40.842456478),10457
R & M MAIN SUPERMARKET,3000.0,Store,POINT (-73.819332669 40.722509222),11367
JOHANNA DELI GROCERY,,Store,POINT (-73.899128136 40.668692291),11207
MASPETH GRILL & DELI,,Store,POINT (-73.892236871 40.727943043),11378
GRACES SUSHI,200.0,Store,POINT (-73.960252578 40.766531187),10065
MSR DISCOUNT AND GROCERY,1800.0,Store,POINT (-73.942416894 40.62763731),11210
A & M DELI & GRILL,1000.0,Store,POINT (-73.820409241 40.702025402),11418
2258 FOOD,2000.0,Store,POINT (-73.937034539 40.802345174),10035
FAMILY DOLLAR #31777,,Store,POINT (-73.900732181 40.658319141),11212
SOHO DELI & GROCERY,5000.0,Store,POINT (-73.992236077 40.722495183),10002
HIGHLINE DELI II,2000.0,Store,POINT (-73.993105113 40.715389089),10002
OSLO COFFEE ROASTERS,2000.0,Store,POINT (-73.938171963 40.720639471),11222
ADAM'S MARKETPLACE,,Store,POINT (-73.999953379 40.743602114),10011
STAR DELI & GRILL,1500.0,Store,POINT (-73.802100818 40.6943902),11435
PAULA MARKET AND DELI,,Store,POINT (-73.942008863 40.711203167),11206
MIXTAPE BUSHWICK,6000.0,Store,POINT (-74.01812744 40.677083708),11231
DYLAN & MADISON FOOD,1800.0,Store,POINT (-73.869434657 40.747188479),11373
VARYETE STORE JUDITH BONBAGAY,,Store,POINT (-73.963046401 40.649719568),11226
CHERRY HILL,,Store,POINT (-73.945168589 40.600210172),11229
SPRINGS FINEST DELI,1300.0,Store,POINT (-74.009296016 40.725898194),10013
M&B CANDY GROCERY STORE,1000.0,Store,POINT (-73.876606717 40.748123522),11373
GRAND FISH MARKET,1500.0,Store,POINT (-73.916310199 40.833790386),10456
SHOP FAIR,10000.0,Store,POINT (-73.908166594 40.66245691),11212
AMOR SUPERMARKET,2400.0,Store,POINT (-73.905205267 40.858926247),10453
HERMANOS BARRIENTOS MINI MARKET 10/23/16,1000.0,Store,POINT (-73.869269702 40.687823524),11208
LOS MELLIZOS GROCERY STORE,,Store,POINT (-73.919051082 40.830578064),10456
ROYAL DELI,,Store,POINT (-73.896679363 40.82268361),10459
153 J AND J FOOD MARKET,2000.0,Store,POINT (-73.949210008 40.787780527),10029
GORDO FOOD,1500.0,Store,POINT (-73.949682244 40.698486814),11206
CHELA FOODS MARKET,,Store,POINT (-73.903401733 40.657125642),11212
SAAL DELI U& GROCERY,2000.0,Store,POINT (-74.083459011 40.619609584),10304
CLASICO GROCERY,2000.0,Store,POINT (-73.922029843 40.70104342),11237
BIG APPLE SMOKE SHOP,1500.0,Store,POINT (-73.950083486 40.826487695),10031
ELIOT CONVENIENCE,1070.0,Store,POINT (-73.873222188 40.72776367),11379
LINDEN CONVENIENCE,1500.0,Store,POINT (-73.761851757 40.692042848),11412
DOUBLE J GROCERY,1500.0,Store,POINT (-73.806985455 40.703192079),11435
LANDER ISLAND MARKET,3000.0,Store,POINT (-74.158692543 40.613412005),10314
INLET MARKET,2000.0,Store,POINT (-73.941785485 40.686375383),11221
YOGI CONVENIENCE,900.0,Store,POINT (-73.923683508 40.740283174),11104
ABC MART,2000.0,Store,POINT (-73.951489634 40.825469462),10031
SOY BEAN CHAN,,Store,POINT (-73.874720621 40.734498864),11373
ANLY & MADALY DELI-GROCERY,1500.0,Store,POINT (-73.909881364 40.836970481),10456
GOTHAM COFFEE ROASTERS,3000.0,Store,POINT (-74.01812744 40.677083708),11231
ROCKAWAY BITES DELI & GRILL,,Store,POINT (-73.82539815 40.583520462),11694
PICKLE GUYS,3000.0,Store,POINT (-73.989081631 40.716506858),10002
RICHMOND HILL FOOD,1000.0,Store,POINT (-73.824076994 40.70147974),11418
MI ESQUINITA DELI GROCERY,1000.0,Store,POINT (-73.93077024 40.770023424),11102
SAM'S DELI,1000.0,Store,POINT (-73.893460209 40.700783623),11385
LEVY'S BAKERY 26,,Store,POINT (-73.862206691 40.72918457),11374
MUSA GOURMET DELI,2400.0,Store,POINT (-73.922667454 40.836122064),10452
EXCEL FOOD MART,1200.0,Store,POINT (-73.887035732 40.811685631),10474
188 VALENTINE DELI,800.0,Store,POINT (-73.89659261 40.861177878),10458
DOLLAR DEALS,7000.0,Store,POINT (-73.87456346 40.670970534),11208
COUNTRY COCO,3800.0,Store,POINT (-73.948066548 40.650764322),11226
149 WILLIS,,Store,POINT (-73.917907623 40.815605764),10455
VALENTINA GROCERY,1400.0,Store,POINT (-74.002315651 40.649542534),11232
ARENA WINE & LIQUOR DEP,5000.0,Store,POINT (-73.96375722 40.678607286),11238
99 GRANT,2000.0,Store,POINT (-73.915201022 40.833807276),10456
TASTER'S MARKET,3500.0,Store,POINT (-74.131794513 40.603241739),10314
3460 BOSTON GOURMET DEL,1501.0,Store,POINT (-73.847966927 40.876353942),10469
HALAL DELI MART,1000.0,Store,POINT (-73.861489032 40.837281114),10462
MIA GROCERY & DELI,,Store,POINT (-73.917458436 40.740846522),11377
MANHATTAN VILLE DELI GOURMET,,Store,POINT (-73.953836567 40.816395465),10027
MYW FOOD MARKET,,Store,POINT (-73.88716473 40.859307163),10458
47 ROCKEFELLER,,Store,POINT (-73.981731624 40.757798502),10036
MARD DELI GROCERY,1000.0,Store,POINT (-73.895453845 40.856109467),10457
Y & R GROCERY&DELI,1000.0,Store,POINT (-73.929741529 40.651724637),11203
DONGSHENG FOOD,5000.0,Store,POINT (-73.982908444 40.612188163),11204
CHERRY VALLEY GOURMET DELI,1800.0,Store,POINT (-73.941595468 40.677339859),11213
JAMAICA POULTRY,350.0,Store,POINT (-73.752520184 40.714114034),11428
R.J. DELI GROCERY,1000.0,Store,POINT (-73.921517876 40.868463722),10034
MIS AMIGOS,1000.0,Store,POINT (-73.858299299 40.757806171),11368
J & W SUPERMARKET,1500.0,Store,POINT (-73.917798323 40.651225243),11236
SAN ATANACIO DELI-GROCERY,2000.0,Store,POINT (-73.980511974 40.614982019),11204
ROMAK UNIVERSAL FOOD,,Store,POINT (-73.859352066 40.731592398),11374
DRIGGS MINI MART,800.0,Store,POINT (-73.960943415 40.711848783),11211
STOP 132 DELI AND GROCERY,1000.0,Store,POINT (-73.813863561 40.690556234),11419
RAY'S #1 DELI GROCERY,,Store,POINT (-73.858402732 40.885644318),10466
LA PLAZA DELI MINI MARKET,1000.0,Store,POINT (-73.885013263 40.842540339),10460
LUCKY DELI MINI MARKET,950.0,Store,POINT (-73.773406965 40.705091795),11412
JUICE PRESS 6,400.0,Store,POINT (-73.98644854 40.729736183),10003
JUICE PRESS 11,3000.0,Store,POINT (-73.990518457 40.741182259),10010
JUICE PRESS 24,1800.0,Store,POINT (-74.007368932 40.728426217),10014
JUICE PRESS 31,800.0,Store,POINT (-73.971502014 40.763218659),10022
JUICE PRESS 29,1200.0,Store,POINT (-73.991276014 40.759982113),10036
JUICE PRESS 23,,Store,POINT (-73.955428123 40.777221006),10028
JUICE PRESS 19,1000.0,Store,POINT (-74.010934426 40.714871381),10007
JUICE PRESS 15,500.0,Store,POINT (-73.979241445 40.776504185),10023
JUICE PRESS 10,,Store,POINT (-73.95610186 40.784833492),10128
JUICE PRESS 5,1000.0,Store,POINT (-74.002555876 40.739252996),10014
JUICE PRESS EQ14,,Store,POINT (-73.953936228 40.778024537),10028
JUICE PRESS EQ13,500.0,Store,POINT (-73.98184369 40.745985257),10016
JUICE PRESS EQ8,,Store,POINT (-74.015329226 40.71156451),10281
JUICE PRESS EQ6,500.0,Store,POINT (-74.007096018 40.729882322),10014
MILENE JARDINE CHOCOLATIER,,Store,POINT (-73.926043349 40.75318439),11101
CARIBBEAN MINI MARKET,1200.0,Store,POINT (-73.742452261 40.696009877),11411
D & J GROCERY DELI,1200.0,Store,POINT (-73.730356336 40.691940799),11411
CLINTON FRUIT MARKET,2000.0,Store,POINT (-73.990565396 40.761587751),10036
NOLASCOS DELI GROCERY,900.0,Store,POINT (-73.83889469 40.686426931),11416
SOL CACAO,,Store,POINT (-73.913288104 40.800335654),10454
PAPI MINI MARKET,1200.0,Store,POINT (-73.92581796 40.682443725),11233
EFES MARKET INTERNATION,2000.0,Store,POINT (-73.949527682 40.590527649),11235
YAYA TEA,,Store,POINT (-73.996322758 40.71911694),10013
1086 LUNA DELI GROCERY,1500.0,Store,POINT (-73.905027823 40.826990148),10456
180 CANDY GROCERY TOBAC,800.0,Store,POINT (-73.893748295 40.850707959),10457
GREEN CORNER FISH & FARMERS MARKET,10000.0,Store,POINT (-73.940709752 40.701122461),11206
86 TOBACCO & CONVENIENCE,500.0,Store,POINT (-74.028008615 40.623138324),11209
VOORHIES HEALTH PHARMACY,1000.0,Store,POINT (-73.945553067 40.586739029),11235
525 GROCERY&DELI,800.0,Store,POINT (-73.951288468 40.714192489),11211
DA CAI,800.0,Store,POINT (-74.002988047 40.642019692),11220
DOLLAR TREE #05191,2500.0,Store,POINT (-73.89129223 40.820462197),10459
NY HARVEST TRADING,200.0,Store,POINT (-74.007876121 40.732033747),10014
729 JACKSON DELI GROCERY,1000.0,Store,POINT (-73.906045805 40.817717668),10455
1517 DELI & DISCOUNT,2000.0,Store,POINT (-73.879390933 40.828724699),10472
KIROLOS,1200.0,Store,POINT (-73.991038806 40.671676458),11215
HAPPY MART,1700.0,Store,POINT (-73.857371758 40.743806926),11368
SWEET LIFE BAKESHOP,800.0,Store,POINT (-74.119491723 40.613201326),10314
B & G DELI CONV,,Store,POINT (-73.910465163 40.76381214),11103
KEY FOOD,20000.0,Store,POINT (-73.776237952 40.678919806),11434
NIHA MINI MART,1000.0,Store,POINT (-73.899148923 40.749833892),11377
NASSAU MEAT MARKET,2500.0,Store,POINT (-73.954495468 40.730618169),11222
SUNRISE GROCERY,1500.0,Store,POINT (-74.016212595 40.639248467),11220
T & T DELI & GRILL,,Store,POINT (-73.834831144 40.687583592),11419
TAVARES MEAT MARKET,1000.0,Store,POINT (-73.885048551 40.679721074),11208
MAHARAJA FARMERS MARKET,5500.0,Store,POINT (-73.717855901 40.735134338),11426
BINGO WHOLESALE,31000.0,Store,POINT (-73.999672418 40.628704578),11219
NELLY MINI MARKET,1500.0,Store,POINT (-73.930298506 40.834825971),10452
SHINS BLUE RIBBON FRUIT & VEGETABLE,3000.0,Store,POINT (-73.955948974 40.618590387),11230
BP GRILL & DELI,2000.0,Store,POINT (-74.206663349 40.557962656),10309
MEHUDER MEATS POULTRY & MORE,3300.0,Store,POINT (-73.987050361 40.639704317),11218
FRANKLIN FINEST DELI,900.0,Store,POINT (-73.95783683 40.671466827),11238
SABOR LATINO DELI SUPERMARKET,2000.0,Store,POINT (-73.897298618 40.816775919),10459
NEEROB BAZAR,2200.0,Store,POINT (-73.855504605 40.836153916),10462
AK TWO,1200.0,Store,POINT (-73.971484664 40.616468215),11230
V PHARMACY,1400.0,Store,POINT (-73.949139181 40.597204631),11229
ORLANOU GROUP,1000.0,Store,POINT (-73.909283147 40.651907865),11236
J'S DELI & GROCERY,1000.0,Store,POINT (-74.002836502 40.603847206),11214
SUSHI NARA EXPRESS,100.0,Store,POINT (-73.963255626 40.757962654),10022
FREDERICK DELI & GROCERY,1200.0,Store,POINT (-73.952636875 40.8080415),10027
NO 1 IN & OUT DELI GROCERY,800.0,Store,POINT (-73.951906634 40.804531887),10026
183RD FOOD CENTER,900.0,Store,POINT (-73.904261465 40.858592689),10453
ALEXANDRA DELI & GROCERY,,Store,POINT (-73.917315693 40.68427404),11233
7 ELEVEN STORE # 37539A,,Store,POINT (-73.968626519 40.796135944),10025
DI MARCOS BUTCHER SHOPPE,1500.0,Store,POINT (-73.888152453 40.701453169),11385
MIKES FOOD DELI,1000.0,Store,POINT (-74.077666613 40.64380575),10301
FOOD BAZAAR,35000.0,Store,POINT (-73.88934023 40.651321959),11207
NEW MEXICAN FRUITS & GROCERY,500.0,Store,POINT (-73.879443823 40.828720509),10472
2463 E TREMONT DELI,800.0,Store,POINT (-73.851245592 40.842866898),10461
SQUARE DELI,2400.0,Store,POINT (-74.000340371 40.742453416),10011
MARKET ON 5TH,2000.0,Store,POINT (-73.979839996 40.677113841),11217
W AND Y GROCERY,1500.0,Store,POINT (-74.01486512 40.630201712),11228
LAI FU 88 GROCERY,1000.0,Store,POINT (-73.999449543 40.599843464),11214
793 WYCOFF DELI,1000.0,Store,POINT (-73.908800852 40.698413765),11385
LE BON PATE BAKERY,2200.0,Store,POINT (-73.73910017 40.717644659),11428
149 GOURMET DELI,1800.0,Store,POINT (-73.943185012 40.826829551),10031
DIOMAR GROCERY,1000.0,Store,POINT (-73.891901092 40.698066461),11385
SANDWICH FACTORY,,Store,POINT (-73.981695834 40.680003795),11217
FRESH SUPERETTE,1200.0,Store,POINT (-73.938602122 40.850883308),10033
SYEDS STORES,1100.0,Store,POINT (-73.942500127 40.62771543),11210
SK FARM EP,,Store,POINT (-73.93362872 40.670185946),11213
STOP N GO CONV,,Store,POINT (-73.90347759 40.745760287),11377
