zip_code,total_population,male_population,female_population,age_under_18,age_18_to_44,age_45_plus,race_white,race_native_american,race_asian
11239,16047.0,6306.0,9741.0,3124.2,4397.8,3638.0,2590.0,429.0,478.0
11249,45353.0,21541.0,23812.0,13446.2,21967.8,6653.0,30646.0,222.0,2402.0
11354,52325.0,25117.0,27208.0,7462.8,16039.2,16131.0,8894.0,152.0,33855.0
11355,79802.0,38352.0,41450.0,13192.6,24845.4,23994.0,6736.0,234.0,59546.0
11356,26956.0,13515.0,13441.0,6422.2,8961.8,6697.0,6063.0,20.0,9503.0
11357,42341.0,19600.0,22741.0,8529.4,10635.6,12265.0,24702.0,562.0,10683.0
11358,36496.0,17982.0,18514.0,7111.8,11516.2,10532.0,11513.0,182.0,17961.0
11359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11360,19510.0,9234.0,10276.0,2954.0,4930.0,5647.0,11055.0,148.0,5810.0
11361,30402.0,13974.0,16428.0,6226.0,9820.0,8498.0,12630.0,100.0,12696.0
11362,18156.0,8739.0,9417.0,2900.0,4855.0,5483.0,7235.0,0.0,8798.0
11363,7515.0,3558.0,3957.0,1512.8,1896.2,2175.0,4266.0,82.0,2175.0
11364,36417.0,17552.0,18865.0,7462.4,10139.6,10950.0,11649.0,360.0,18456.0
11365,43258.0,20808.0,22450.0,9155.2,12986.8,12962.0,10702.0,151.0,18762.0
11366,12967.0,6641.0,6326.0,2392.6,4449.4,3454.0,4183.0,0.0,5695.0
11367,42210.0,19422.0,22788.0,11125.4,13691.6,9946.0,19206.0,412.0,10679.0
11368,107060.0,55585.0,51475.0,27465.0,41645.0,25101.0,16774.0,1570.0,13101.0
11369,33354.0,17468.0,15886.0,6972.8,11936.2,8990.0,4233.0,281.0,4720.0
11370,28762.0,15761.0,13001.0,5253.0,11653.0,8068.0,9858.0,386.0,7229.0
11371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11372,66995.0,34753.0,32242.0,12880.8,23233.2,19794.0,20478.0,526.0,13919.0
11373,99433.0,49931.0,49502.0,21588.2,38206.8,26146.0,9152.0,693.0,47837.0
11374,46128.0,22252.0,23876.0,9307.0,15861.0,11313.0,19584.0,76.0,13685.0
11375,75320.0,36029.0,39291.0,14639.4,23517.6,22074.0,38374.0,188.0,21118.0
11377,83545.0,41387.0,42158.0,15438.0,32698.0,21854.0,24765.0,631.0,30248.0
11378,37828.0,18805.0,19023.0,8825.0,11705.0,11704.0,21357.0,376.0,5611.0
11379,37378.0,18204.0,19174.0,7073.0,10692.0,11192.0,24758.0,54.0,4279.0
11385,103865.0,51143.0,52722.0,21365.0,44437.0,25278.0,55544.0,747.0,7205.0
11411,20501.0,9069.0,11432.0,3615.8,6137.2,6025.0,663.0,0.0,451.0
11412,41350.0,18483.0,22867.0,8777.6,14278.4,11783.0,639.0,211.0,1748.0
11413,45072.0,19957.0,25115.0,9867.6,15892.4,12740.0,737.0,109.0,703.0
11414,31090.0,15267.0,15823.0,7497.2,8010.8,7877.0,20701.0,71.0,1485.0
11415,21379.0,10905.0,10474.0,4412.2,8124.8,5365.0,10329.0,211.0,4357.0
11416,26660.0,13555.0,13105.0,6040.6,9362.4,7585.0,4601.0,153.0,8715.0
11417,30091.0,14437.0,15654.0,7060.6,10065.4,8260.0,7645.0,546.0,8849.0
11418,36304.0,18239.0,18065.0,8415.0,12021.0,9926.0,8341.0,513.0,8714.0
11419,46938.0,24125.0,22813.0,8437.8,16587.2,13604.0,2618.0,1181.0,16158.0
11420,50060.0,25941.0,24119.0,9966.6,17298.4,15435.0,3505.0,1069.0,17081.0
11421,41937.0,21161.0,20776.0,8920.2,15377.8,12014.0,9471.0,247.0,8567.0
11422,33085.0,15482.0,17603.0,6644.4,11383.6,9211.0,2352.0,0.0,655.0
11423,29105.0,14096.0,15009.0,5453.4,9419.6,8524.0,3140.0,175.0,8961.0
11424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11426,19638.0,10007.0,9631.0,3811.0,5820.0,5321.0,4838.0,0.0,9857.0
11427,25124.0,12192.0,12932.0,4624.4,7522.6,7282.0,4210.0,22.0,9404.0
11428,18898.0,9517.0,9381.0,3151.0,5906.0,5640.0,1887.0,60.0,6164.0
11429,27933.0,13053.0,14880.0,5232.2,9436.8,7963.0,1230.0,244.0,1869.0
11430,448.0,224.0,224.0,87.0,283.0,69.0,221.0,0.0,9.0
11432,63730.0,31636.0,32094.0,14215.8,21947.2,16304.0,8839.0,542.0,26934.0
11433,37777.0,17707.0,20070.0,10110.2,13401.8,9093.0,1003.0,561.0,6562.0
11434,67611.0,30380.0,37231.0,15481.6,22754.4,18674.0,2318.0,189.0,2393.0
11435,58424.0,29514.0,28910.0,13261.2,21738.8,15205.0,8266.0,428.0,13343.0
11436,21364.0,10123.0,11241.0,4628.2,7894.8,5859.0,394.0,100.0,1406.0
11439,2171.0,965.0,1206.0,1296.0,875.0,0.0,1077.0,0.0,164.0
11451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11501,21590.0,11482.0,10108.0,4113.2,7820.8,6084.0,14250.0,0.0,3052.0
11507,6581.0,3155.0,3426.0,1046.0,2061.0,1936.0,3078.0,0.0,2917.0
11509,1747.0,787.0,960.0,270.2,380.8,525.0,1641.0,0.0,12.0
11510,34814.0,17129.0,17685.0,7525.6,11373.4,10172.0,11467.0,119.0,1229.0
11514,4421.0,2104.0,2317.0,841.6,1405.4,1441.0,3048.0,0.0,592.0
11516,8733.0,4229.0,4504.0,2368.0,2774.0,2147.0,7134.0,0.0,103.0
11518,10390.0,4389.0,6001.0,2246.0,3383.0,2914.0,8339.0,71.0,372.0
11520,44873.0,22475.0,22398.0,10165.8,16372.2,11641.0,10667.0,96.0,685.0
11530,28041.0,13656.0,14385.0,7609.8,7994.2,7487.0,23874.0,18.0,1557.0
11542,29020.0,13884.0,15136.0,5718.4,9623.6,7446.0,18429.0,287.0,1373.0
11545,11963.0,5780.0,6183.0,2707.2,2646.8,4104.0,9774.0,34.0,927.0
11547,788.0,397.0,391.0,105.8,173.2,223.0,715.0,0.0,48.0
11548,2171.0,1067.0,1104.0,486.0,963.0,363.0,1576.0,0.0,370.0
11549,2420.0,984.0,1436.0,846.8000000000001,1573.2,0.0,1714.0,0.0,221.0
11550,60658.0,29382.0,31276.0,14806.2,21959.8,15875.0,7103.0,225.0,1453.0
11552,26053.0,12692.0,13361.0,7026.2,8699.8,6414.0,13426.0,78.0,1319.0
11553,28344.0,13894.0,14450.0,7476.8,10392.2,6689.0,5057.0,77.0,359.0
11554,35806.0,16314.0,19492.0,7283.2,11120.8,9498.0,23060.0,7.0,6678.0
11556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11557,8503.0,4241.0,4262.0,2220.8,2520.2,2212.0,6442.0,9.0,785.0
11558,8532.0,4246.0,4286.0,1651.0,2725.0,2447.0,6608.0,0.0,410.0
11559,9130.0,4579.0,4551.0,2895.6,2515.4,2094.0,7196.0,0.0,159.0
11560,6951.0,3570.0,3381.0,1712.6,1480.4,2312.0,5993.0,16.0,229.0
11561,38847.0,19907.0,18940.0,5719.0,13231.0,11744.0,30710.0,44.0,1901.0
11563,22558.0,10615.0,11943.0,5111.4,6992.6,6076.0,15218.0,25.0,1589.0
11565,8908.0,4425.0,4483.0,1884.8,2600.2,2477.0,6478.0,0.0,294.0
11566,35172.0,17763.0,17409.0,8366.0,10844.0,9562.0,29444.0,10.0,1250.0
11568,4198.0,1967.0,2231.0,1021.4000000000001,1520.6,1037.0,2999.0,0.0,589.0
11569,996.0,494.0,502.0,115.80000000000001,170.2,312.0,959.0,0.0,0.0
11570,28162.0,13863.0,14299.0,6776.4,7858.6,7987.0,21661.0,143.0,1428.0
11572,30627.0,16150.0,14477.0,6886.6,8611.4,8623.0,24929.0,54.0,894.0
11575,19430.0,9209.0,10221.0,5265.2,7728.8,4401.0,2360.0,167.0,463.0
11576,12796.0,6213.0,6583.0,2744.4,3155.6,3927.0,9214.0,0.0,2454.0
11577,12771.0,6136.0,6635.0,3382.0,3379.0,3193.0,8270.0,3.0,2820.0
11579,5037.0,2252.0,2785.0,1397.8,1223.2,1458.0,4510.0,0.0,68.0
11580,42644.0,20524.0,22120.0,7991.0,14437.0,12496.0,10516.0,23.0,7356.0
11581,22652.0,10726.0,11926.0,5884.2,7089.8,6018.0,9500.0,25.0,3818.0
11590,48243.0,24223.0,24020.0,10020.0,16154.0,13263.0,18922.0,56.0,5698.0
11596,10378.0,5242.0,5136.0,2623.8,3207.2,2829.0,7284.0,6.0,2073.0
11598,14316.0,6900.0,7416.0,5376.8,3925.2,3083.0,11882.0,10.0,188.0
11691,68704.0,32729.0,35975.0,20383.4,20710.6,16577.0,19256.0,411.0,2844.0
11692,23247.0,11041.0,12206.0,6934.0,7430.0,5778.0,3769.0,65.0,1301.0
11693,13066.0,5493.0,7573.0,2972.0,3568.0,3815.0,6668.0,19.0,603.0
11694,21430.0,10315.0,11115.0,5171.4,5872.6,5943.0,16544.0,26.0,389.0
11697,4123.0,1933.0,2190.0,759.6,1082.4,1316.0,4050.0,0.0,27.0
11701,28174.0,13353.0,14821.0,5919.4,8500.6,8210.0,11280.0,130.0,1001.0
11702,14002.0,6749.0,7253.0,2573.4,4274.6,4221.0,12446.0,103.0,159.0
11703,17205.0,8926.0,8279.0,3696.6,5342.4,5170.0,10474.0,110.0,986.0
11704,40285.0,19599.0,20686.0,8233.8,13628.2,11828.0,27582.0,63.0,652.0
11705,8256.0,4185.0,4071.0,1660.4,2753.6,2452.0,7451.0,1.0,59.0
11706,68648.0,34463.0,34185.0,17670.0,24999.0,17401.0,29294.0,265.0,4249.0
11709,6744.0,3157.0,3587.0,1152.8,1722.2,2412.0,6033.0,0.0,139.0
11710,34459.0,17436.0,17023.0,8147.0,10521.0,10308.0,28130.0,69.0,1763.0
11713,9236.0,4659.0,4577.0,2392.8,3150.2,2262.0,5526.0,37.0,205.0
11714,22475.0,10857.0,11618.0,5089.2,5976.8,6947.0,16267.0,139.0,3251.0
11715,3796.0,1817.0,1979.0,796.4,1126.6,1090.0,3579.0,0.0,24.0
11716,9750.0,5213.0,4537.0,2221.2,2901.8,2988.0,8301.0,0.0,418.0
11718,3185.0,1520.0,1665.0,904.2,932.8,874.0,2844.0,0.0,12.0
11719,3300.0,1543.0,1757.0,683.8,961.2,873.0,2822.0,8.0,12.0
11720,28669.0,14249.0,14420.0,7013.8,9472.2,8025.0,21413.0,30.0,2001.0
11721,6620.0,3331.0,3289.0,1333.6,1564.4,2545.0,5755.0,0.0,180.0
11722,38443.0,19332.0,19111.0,10572.4,14656.6,9200.0,11069.0,204.0,734.0
11724,2956.0,1564.0,1392.0,885.8,772.2,898.0,2571.0,0.0,129.0
11725,29050.0,14455.0,14595.0,6786.6,8509.4,8952.0,24830.0,0.0,1670.0
11726,21940.0,10998.0,10942.0,6035.0,7945.0,5651.0,7018.0,172.0,485.0
11727,29393.0,14251.0,15142.0,5586.6,9713.4,8972.0,16037.0,19.0,1783.0
11729,26647.0,12757.0,13890.0,5941.4,8491.6,8261.0,15309.0,45.0,2876.0
11730,14376.0,6984.0,7392.0,2764.8,5027.2,3821.0,12212.0,28.0,145.0
11731,29891.0,14767.0,15124.0,6473.8,7964.2,10152.0,25090.0,0.0,1211.0
11732,3546.0,1444.0,2102.0,799.6,766.4,1166.0,2876.0,0.0,30.0
11733,17403.0,8976.0,8427.0,4056.4,4702.6,5284.0,14023.0,35.0,1462.0
11735,32778.0,16118.0,16660.0,6210.8,11491.2,9109.0,24636.0,38.0,2592.0
11738,20246.0,11089.0,9157.0,5386.4,6906.6,5781.0,13450.0,258.0,958.0
11739,1191.0,537.0,654.0,176.4,318.6,395.0,1033.0,0.0,29.0
11740,10699.0,5159.0,5540.0,2435.6,3133.4,2870.0,7863.0,0.0,390.0
11741,26356.0,12683.0,13673.0,5812.4,9100.6,7133.0,21968.0,0.0,1139.0
11742,13194.0,6509.0,6685.0,2990.8,4665.2,3768.0,10748.0,165.0,467.0
11743,42423.0,21131.0,21292.0,8625.2,12397.8,12969.0,33087.0,20.0,1968.0
11746,66883.0,34301.0,32582.0,14050.6,20379.4,20449.0,43647.0,834.0,5514.0
11747,19826.0,9003.0,10823.0,3538.4,5322.6,5758.0,16526.0,16.0,1149.0
11749,3581.0,1757.0,1824.0,512.2,1424.8,1041.0,1431.0,121.0,201.0
11751,13152.0,6456.0,6696.0,2373.2,3997.8,4126.0,10162.0,0.0,762.0
11752,8990.0,4531.0,4459.0,1770.4,2887.6,2811.0,6755.0,65.0,124.0
11753,12729.0,5944.0,6785.0,3517.6,3050.4,3637.0,5477.0,0.0,6253.0
11754,17660.0,8571.0,9089.0,3227.4,5584.6,4960.0,15511.0,70.0,553.0
11755,11953.0,6157.0,5796.0,2873.8,3356.2,3654.0,8837.0,13.0,1344.0
11756,42553.0,20906.0,21647.0,8922.0,13931.0,12521.0,29291.0,23.0,5077.0
11757,44571.0,22637.0,21934.0,10011.0,14507.0,13323.0,33603.0,33.0,1129.0
11758,54741.0,26726.0,28015.0,11201.4,16619.6,16347.0,45294.0,17.0,873.0
11762,22447.0,11134.0,11313.0,4771.2,7134.8,6010.0,20292.0,26.0,381.0
11763,30235.0,14763.0,15472.0,7259.0,10138.0,7480.0,17853.0,189.0,721.0
11764,12530.0,6028.0,6502.0,2953.8,3585.2,3594.0,10572.0,0.0,384.0
11765,808.0,422.0,386.0,233.4,158.6,184.0,727.0,0.0,54.0
11766,11481.0,5590.0,5891.0,2713.8,2627.2,3012.0,9727.0,7.0,439.0
11767,14495.0,7623.0,6872.0,2723.4,4604.6,5179.0,11861.0,181.0,851.0
11768,21908.0,10685.0,11223.0,4437.0,5423.0,6948.0,19904.0,0.0,338.0
11769,9031.0,4386.0,4645.0,1398.6,2634.4,2800.0,7783.0,0.0,132.0
11770,124.0,82.0,42.0,31.0,25.0,38.0,91.0,0.0,0.0
11771,10173.0,4988.0,5185.0,2225.0,3003.0,2939.0,8093.0,0.0,503.0
11772,45006.0,21340.0,23666.0,9206.0,15736.0,12822.0,33008.0,63.0,1449.0
11776,23629.0,10695.0,12934.0,5721.0,8059.0,6345.0,18074.0,79.0,675.0
11777,9347.0,4475.0,4872.0,1828.0,2813.0,2598.0,7669.0,23.0,586.0
11778,12919.0,6271.0,6648.0,3177.0,4070.0,3951.0,11018.0,15.0,112.0
11779,38273.0,19306.0,18967.0,8175.2,13322.8,10824.0,28943.0,165.0,2535.0
11780,15586.0,7354.0,8232.0,3239.4,4116.6,4820.0,13117.0,0.0,751.0
11782,14537.0,7154.0,7383.0,3409.4,4075.6,4134.0,13152.0,0.0,169.0
11783,21588.0,11061.0,10527.0,4535.4,7091.6,6100.0,18912.0,36.0,826.0
11784,25986.0,13025.0,12961.0,6092.2,8641.8,7389.0,17622.0,116.0,1904.0
11786,6348.0,3283.0,3065.0,1628.4,1700.6,2137.0,5480.0,0.0,172.0
11787,34656.0,17158.0,17498.0,7333.0,9175.0,11569.0,29351.0,20.0,1733.0
11788,17092.0,8395.0,8697.0,3559.6,5400.4,5322.0,13329.0,8.0,1557.0
11789,7447.0,3439.0,4008.0,1723.6,2429.4,2514.0,6160.0,4.0,60.0
11790,19934.0,10216.0,9718.0,5545.4,7980.6,3701.0,12455.0,50.0,5066.0
11791,25194.0,12557.0,12637.0,7277.4,6203.6,7914.0,14993.0,34.0,8258.0
11792,8562.0,4202.0,4360.0,1754.6,2733.4,2623.0,7685.0,20.0,76.0
11793,31497.0,15940.0,15557.0,7269.0,9778.0,8807.0,26741.0,20.0,1073.0
11794,1519.0,817.0,702.0,699.2,819.8,0.0,369.0,7.0,743.0
11795,25063.0,13095.0,11968.0,5735.6,8429.4,7370.0,21064.0,16.0,473.0
11796,3715.0,1772.0,1943.0,739.8,1194.2,1185.0,3347.0,0.0,112.0
11797,9338.0,4424.0,4914.0,1954.8,2262.2,2034.0,7275.0,0.0,1447.0
11801,41792.0,21302.0,20490.0,7797.6,14228.4,12377.0,18464.0,167.0,13497.0
11803,30219.0,14759.0,15460.0,6899.2,7925.8,8338.0,22678.0,50.0,5858.0
11804,4613.0,2292.0,2321.0,1212.8,1422.2,1201.0,3510.0,0.0,900.0
11901,32921.0,17269.0,15652.0,6669.4,10280.6,7875.0,19138.0,67.0,872.0
11930,689.0,309.0,380.0,122.0,58.0,249.0,620.0,0.0,0.0
11931,24.0,13.0,11.0,0.0,11.0,13.0,24.0,0.0,0.0
11932,696.0,395.0,301.0,110.0,115.0,249.0,580.0,0.0,0.0
11933,6784.0,3598.0,3186.0,1026.2,1727.8,2067.0,5436.0,0.0,94.0
11934,8222.0,3836.0,4386.0,2233.8,2327.2,2517.0,7356.0,0.0,145.0
11935,2946.0,1489.0,1457.0,318.0,723.0,933.0,2722.0,0.0,15.0
11937,21806.0,10244.0,11562.0,4605.8,6177.2,6399.0,14491.0,73.0,415.0
11939,1741.0,758.0,983.0,178.4,288.6,549.0,1646.0,0.0,8.0
11940,5508.0,2845.0,2663.0,1341.4,1426.6,1419.0,4944.0,0.0,18.0
11941,2472.0,1209.0,1263.0,509.8,815.2,491.0,1691.0,0.0,30.0
11942,5871.0,2699.0,3172.0,1199.2,1193.8,2191.0,5178.0,49.0,124.0
11944,4744.0,2299.0,2445.0,788.2,1228.8,1265.0,3398.0,7.0,101.0
11946,17303.0,9190.0,8113.0,3562.0,5447.0,4924.0,12253.0,78.0,444.0
11947,248.0,114.0,134.0,26.400000000000002,69.6,152.0,248.0,0.0,0.0
11948,775.0,394.0,381.0,26.0,355.0,282.0,771.0,0.0,0.0
11949,13159.0,6821.0,6338.0,2796.6,3349.4,4663.0,11389.0,0.0,411.0
11950,16944.0,8619.0,8325.0,4721.0,6693.0,3757.0,11517.0,255.0,249.0
11951,15830.0,6947.0,8883.0,4874.8,4992.2,4040.0,12199.0,4.0,405.0
11952,4749.0,2283.0,2466.0,703.4,1237.6,1287.0,4458.0,0.0,41.0
11953,13383.0,6412.0,6971.0,2745.0,4156.0,3631.0,9693.0,36.0,105.0
11954,4073.0,2195.0,1878.0,777.0,1111.0,1228.0,3711.0,7.0,2.0
11955,2626.0,1248.0,1378.0,408.2,821.8,656.0,2245.0,4.0,0.0
11956,293.0,143.0,150.0,32.2,37.8,89.0,271.0,0.0,2.0
11957,1152.0,524.0,628.0,46.0,210.0,372.0,1102.0,0.0,5.0
11958,864.0,513.0,351.0,221.0,260.0,283.0,710.0,0.0,0.0
11959,576.0,228.0,348.0,122.8,107.2,148.0,426.0,0.0,0.0
11960,1037.0,474.0,563.0,227.4,146.6,370.0,1037.0,0.0,0.0
11961,12436.0,5723.0,6713.0,2086.0,3164.0,2840.0,11034.0,9.0,255.0
11962,546.0,244.0,302.0,53.6,74.4,180.0,437.0,0.0,3.0
11963,8114.0,3999.0,4115.0,1589.8,1908.2,2403.0,6481.0,68.0,288.0
11964,2858.0,1363.0,1495.0,704.0,888.0,442.0,1779.0,430.0,173.0
11965,421.0,165.0,256.0,37.6,71.4,149.0,414.0,0.0,0.0
11967,27266.0,13997.0,13269.0,6472.2,8824.8,8350.0,18873.0,60.0,1194.0
11968,14263.0,7005.0,7258.0,2381.4,3504.6,4123.0,10331.0,273.0,393.0
11970,468.0,266.0,202.0,0.0,84.0,79.0,425.0,0.0,0.0
11971,6507.0,3265.0,3242.0,1375.2,1413.8,1951.0,5300.0,0.0,256.0
11972,309.0,11.0,298.0,90.0,14.0,121.0,305.0,0.0,0.0
11973,42.0,35.0,7.0,10.4,29.6,2.0,5.0,0.0,24.0
11975,423.0,244.0,179.0,32.2,102.8,161.0,327.0,0.0,9.0
11976,2447.0,1118.0,1329.0,325.2,626.8,848.0,2175.0,0.0,49.0
11977,2782.0,1175.0,1607.0,481.0,473.0,784.0,2513.0,0.0,90.0
11978,4376.0,2246.0,2130.0,852.4,1278.6,1101.0,3229.0,0.0,80.0
11980,5138.0,2558.0,2580.0,736.2,2078.8,1455.0,4541.0,22.0,90.0
12007,314.0,204.0,110.0,84.0,42.0,106.0,312.0,0.0,0.0
12008,610.0,360.0,250.0,211.6,209.4,129.0,520.0,0.0,0.0
12009,8068.0,3978.0,4090.0,1797.0,2400.0,2316.0,6816.0,5.0,552.0
12010,27339.0,13770.0,13569.0,6379.0,8251.0,7067.0,20152.0,130.0,400.0
12015,4084.0,2023.0,2061.0,736.8,1098.2,1314.0,3416.0,0.0,129.0
12017,439.0,199.0,240.0,35.0,113.0,104.0,402.0,0.0,2.0
12018,7069.0,3719.0,3350.0,1513.0,1988.0,2197.0,6720.0,0.0,49.0
12019,15683.0,7884.0,7799.0,3379.0,4099.0,4894.0,13984.0,4.0,644.0
12020,34140.0,17002.0,17138.0,6892.0,11294.0,9681.0,31128.0,22.0,646.0
12022,1069.0,505.0,564.0,227.6,310.4,307.0,1022.0,0.0,3.0
12023,2364.0,1189.0,1175.0,701.2,665.8,711.0,2270.0,0.0,0.0
12024,80.0,44.0,36.0,6.800000000000001,18.2,55.0,80.0,0.0,0.0
12025,5278.0,2643.0,2635.0,885.0,1516.0,1531.0,4773.0,0.0,64.0
12027,4706.0,2059.0,2647.0,1226.0,1417.0,1221.0,4306.0,2.0,49.0
12028,1132.0,648.0,484.0,265.0,323.0,359.0,1132.0,0.0,0.0
12029,1017.0,527.0,490.0,137.4,279.6,263.0,928.0,0.0,1.0
12031,224.0,127.0,97.0,31.4,57.6,49.0,188.0,0.0,0.0
12032,710.0,295.0,415.0,94.0,206.0,162.0,694.0,0.0,0.0
12033,7772.0,3798.0,3974.0,1423.0,2046.0,2256.0,7113.0,72.0,5.0
12035,455.0,227.0,228.0,96.4,92.6,137.0,438.0,0.0,0.0
12036,335.0,153.0,182.0,66.0,151.0,77.0,237.0,0.0,0.0
12037,4045.0,1893.0,2152.0,757.0,1216.0,1190.0,3399.0,0.0,26.0
12040,29.0,25.0,4.0,0.0,16.0,6.0,29.0,0.0,0.0
12041,353.0,171.0,182.0,20.0,154.0,105.0,353.0,0.0,0.0
12042,286.0,136.0,150.0,58.0,99.0,105.0,279.0,0.0,0.0
12043,7883.0,3837.0,4046.0,1804.6,2778.4,1620.0,6821.0,11.0,137.0
12045,237.0,122.0,115.0,0.0,117.0,55.0,215.0,0.0,0.0
12046,612.0,299.0,313.0,155.0,163.0,166.0,565.0,0.0,0.0
12047,23406.0,10635.0,12771.0,5810.6,8483.4,5044.0,16729.0,17.0,1225.0
12051,5706.0,3808.0,1898.0,826.8,2256.2,1502.0,4272.0,18.0,5.0
12052,1931.0,885.0,1046.0,528.2,375.8,720.0,1825.0,0.0,0.0
12053,4325.0,2325.0,2000.0,776.0,1242.0,1714.0,3711.0,0.0,1.0
12054,16988.0,8211.0,8777.0,3835.2,4566.8,4762.0,15756.0,4.0,377.0
12056,1818.0,919.0,899.0,261.2,536.8,489.0,1764.0,0.0,0.0
12057,1966.0,1120.0,846.0,417.6,550.4,510.0,1834.0,0.0,28.0
12058,1451.0,872.0,579.0,286.0,359.0,639.0,1274.0,0.0,0.0
12059,1531.0,804.0,727.0,197.8,517.2,470.0,1480.0,0.0,9.0
12060,1768.0,902.0,866.0,203.6,322.4,701.0,1616.0,0.0,20.0
12061,9778.0,5174.0,4604.0,2124.0,3215.0,2481.0,8241.0,0.0,498.0
12062,1723.0,950.0,773.0,260.4,417.6,714.0,1593.0,0.0,24.0
12063,745.0,271.0,474.0,143.0,199.0,302.0,721.0,0.0,0.0
12064,314.0,160.0,154.0,50.8,100.2,83.0,244.0,0.0,1.0
12065,44726.0,21924.0,22802.0,9682.6,15085.4,12078.0,36786.0,46.0,3349.0
12066,1830.0,891.0,939.0,375.8,621.2,601.0,1650.0,0.0,4.0
12067,1250.0,461.0,789.0,326.8,256.2,497.0,1194.0,0.0,0.0
12068,2717.0,1173.0,1544.0,671.6,721.4,822.0,2587.0,0.0,0.0
12069,387.0,176.0,211.0,19.0,143.0,189.0,350.0,0.0,0.0
12070,2404.0,1326.0,1078.0,485.6,777.4,625.0,2360.0,5.0,26.0
12071,221.0,116.0,105.0,55.4,72.6,70.0,217.0,0.0,0.0
12072,3019.0,1482.0,1537.0,970.6,996.4,687.0,2794.0,1.0,8.0
12074,2833.0,1570.0,1263.0,540.6,761.4,990.0,2666.0,0.0,15.0
12075,3147.0,1511.0,1636.0,565.2,938.8,881.0,2573.0,3.0,0.0
12076,1316.0,673.0,643.0,233.6,261.4,397.0,1088.0,0.0,21.0
12077,6733.0,3189.0,3544.0,1536.4,2028.6,1795.0,5649.0,7.0,431.0
12078,23087.0,11273.0,11814.0,5252.8,7463.2,6068.0,20107.0,0.0,252.0
12082,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12083,3648.0,1777.0,1871.0,809.2,1076.8,984.0,3333.0,0.0,93.0
12084,5054.0,2713.0,2341.0,1168.8,2376.2,858.0,3000.0,0.0,1424.0
12085,309.0,177.0,132.0,0.0,112.0,108.0,279.0,0.0,0.0
12086,1644.0,679.0,965.0,261.4,526.6,415.0,1576.0,5.0,8.0
12087,1678.0,830.0,848.0,365.6,493.4,567.0,1452.0,0.0,6.0
12090,5874.0,2691.0,3183.0,1441.6,1359.4,1629.0,5574.0,0.0,0.0
12092,1423.0,784.0,639.0,205.8,447.2,476.0,1250.0,0.0,0.0
12093,1258.0,688.0,570.0,161.6,259.4,533.0,1105.0,0.0,15.0
12094,2560.0,1249.0,1311.0,606.8,867.2,627.0,2402.0,0.0,0.0
12095,12013.0,6136.0,5877.0,2304.6,3995.4,3614.0,10934.0,0.0,81.0
12106,1963.0,1005.0,958.0,293.4,398.6,570.0,1830.0,0.0,19.0
12108,396.0,203.0,193.0,37.400000000000006,108.6,163.0,316.0,0.0,0.0
12110,19969.0,10036.0,9933.0,4422.6,6990.4,4794.0,15141.0,0.0,2256.0
12115,62.0,42.0,20.0,0.0,12.0,0.0,62.0,0.0,0.0
12116,1533.0,575.0,958.0,322.4,394.6,422.0,1504.0,0.0,0.0
12117,2841.0,1425.0,1416.0,508.0,680.0,862.0,2640.0,0.0,0.0
12118,17056.0,8657.0,8399.0,3267.6,5353.4,5115.0,15200.0,64.0,556.0
12120,596.0,279.0,317.0,121.0,184.0,173.0,579.0,0.0,0.0
12121,2325.0,1212.0,1113.0,499.4,634.6,616.0,2252.0,0.0,0.0
12122,3555.0,1792.0,1763.0,588.6,886.4,1043.0,3276.0,0.0,20.0
12123,4853.0,2429.0,2424.0,1114.4,1646.6,1180.0,4531.0,0.0,12.0
12124,182.0,105.0,77.0,14.0,8.0,72.0,182.0,0.0,0.0
12125,1147.0,556.0,591.0,188.4,398.6,325.0,1012.0,0.0,27.0
12130,305.0,114.0,191.0,101.0,126.0,0.0,305.0,0.0,0.0
12131,209.0,97.0,112.0,54.8,52.2,49.0,200.0,1.0,0.0
12132,129.0,74.0,55.0,19.4,2.6,68.0,129.0,0.0,0.0
12134,4093.0,2116.0,1977.0,745.8,929.2,1235.0,3844.0,0.0,4.0
12136,881.0,498.0,383.0,105.6,135.4,291.0,840.0,0.0,0.0
12137,2347.0,1057.0,1290.0,576.2,971.8,567.0,2163.0,0.0,0.0
12138,2826.0,1461.0,1365.0,542.0,926.0,750.0,2582.0,1.0,18.0
12139,243.0,110.0,133.0,32.4,34.6,87.0,217.0,0.0,0.0
12140,1526.0,697.0,829.0,252.2,361.8,669.0,1440.0,0.0,31.0
12143,5462.0,2602.0,2860.0,997.4000000000001,1692.6,1962.0,4933.0,0.0,90.0
12144,21631.0,10630.0,11001.0,4123.6,7819.4,6015.0,16808.0,6.0,1473.0
12147,508.0,211.0,297.0,63.8,150.2,145.0,490.0,0.0,13.0
12148,4121.0,2049.0,2072.0,758.6,754.4,1575.0,3681.0,0.0,179.0
